"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","GNI_Constant Prices","GNI_Current Prices","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices"
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2015,209.56,209.56,183.44,183.44,218.82,218.82,3845.9,3845.9,2977.74,2977.74,3010.28,3010.28,782998,782998,3845.9,3845.9,0,0,0,0,73.24,73.24,456.24,456.24,484.13,484.13,27.89,27.89,395.77,395.77,429.52,429.52,3919.14,3919.14
"Turkey","Donor","Non-DAC","Non-EU","2018-01-02",2016,-285.18,-274.58,-318.03,-306.18,-300.12,-288.92,6478.863,6237.53,5885.54,5666.29,5908.41,5688.31,891983.78,858758,6478.863,6237.53,0,0,44.248,42.6,259.828,250.15,159.22,153.29,176.39,169.8,17.17,16.51,123,118.42,139.09,133.92,6738.691,6487.68
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2007,118.56,124.1,350.45,366.83,350.45,366.83,2308.246,2416.18,1229.06,1286.52,1229.06,1286.52,0,0,2308.246,2416.18,0,0,0,0,8.99,9.41,1037.12,1085.61,1037.12,1085.61,0,0,83.21,87.09,83.21,87.09,2317.236,2425.59
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2008,395.41,432.93,714.96,782.81,714.96,782.81,1149.343,1258.39,622.53,681.6,622.53,681.6,0,0,1149.343,1258.39,0,0,0,0,6.722,7.36,127.03,139.08,127.03,139.08,0,0,79.74,87.31,79.74,87.31,1156.065,1265.75
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2009,76.26,80.53,80.88,85.4,80.88,85.4,896.471,946.63,693.76,732.59,693.76,732.59,242555.29,256126.6,896.471,946.63,0,0,0,0,0,0,190.11,200.74,190.11,200.74,0,0,26.03,27.48,26.03,27.48,896.471,946.63
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2010,85.22,90.75,87.32,93,92.47,98.45,358.078,381.39,316.06,336.64,322.73,343.71,268434.702,285910.7,358.078,381.39,0,0,0,0,30.448,32.43,141.53,150.74,146.48,155.99,4.95,5.25,74.85,79.73,79.52,84.68,388.526,413.82
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2011,96.96,109.47,111.23,125.58,121.6,137.29,588.521,664.44,282.52,318.96,293.23,331.05,307809.325,347516.74,588.521,664.44,0,0,0,0,47.263,53.36,120.24,135.75,128.67,145.28,8.43,9.53,34.8,39.29,43.35,48.94,635.784,717.8
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2012,141.82,156.23,159.73,175.97,163.93,180.57,631.185,695.35,472.75,520.82,477.41,525.94,338181.868,372561,631.185,695.35,0,0,0,0,57.913,63.8,258.91,285.23,262.3,288.98,3.39,3.75,148.35,163.44,152.06,167.51,689.098,759.15
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2013,4216.73,4666.94,4301.91,4761.22,4309.38,4769.45,4862.135,5381.26,4503.88,4984.79,4513.34,4995.19,363785.032,402626,4862.135,5381.26,0,0,0,0,18.649,20.64,149.97,165.98,156.23,172.88,6.26,6.9,53.47,59.18,60.61,67.05,4880.784,5401.9
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2014,2953.67,3278.55,3411.63,3786.94,3420.09,3796.24,4459.332,4949.91,3301.26,3664.44,3311.14,3675.34,363281.411,403246.58,4459.332,4949.91,0,0,0,0,117.53,130.46,181.27,201.21,188.89,209.62,7.62,8.41,57.77,64.13,65.42,72.55,4576.862,5080.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2015,2744.1,2744.1,2834.68,2834.68,2840.54,2840.54,4352.83,4352.83,3924.85,3924.85,3931.6,3931.6,370569,370569,4352.83,4352.83,0,0,0,0,28.54,28.54,1199.34,1199.34,1203.94,1203.94,4.6,4.6,243.52,243.52,248.57,248.57,4381.37,4381.37
"United Arab Emirates","Donor","Non-DAC","Non-EU","2018-01-02",2016,2308.44,2292.9,2470.06,2453.33,2481.42,2464.67,4199.775,4171.32,3567.48,3543.35,3582.19,3558.01,353366.222,350972,4199.775,4171.32,0,0,4.712,4.68,70.276,69.8,1245.54,1237.1,1255.5,1247.04,9.96,9.94,187.65,186.37,198.29,196.99,4270.051,4241.12
"United Kingdom","Donor","DAC","EU","2018-01-02",2007,3172.09,3637.9,2096.79,2404.71,3854.77,4420.83,4823.113,5531.33,2557.82,2933.41,4480.45,5138.36,2416923.386,2771820.09,4884.325,5601.53,61.212,70.2,0,0,3703.234,4247.01,2012.62,2308.14,3530.99,4049.48,1518.37,1741.34,2007.84,2302.69,3567.48,4091.34,8526.347,9778.34
"United Kingdom","Donor","DAC","EU","2018-01-02",2008,3267.69,3483.81,2417.43,2577.32,4308.29,4593.26,6353.83,6774.12,2968.33,3164.67,4916,5241.16,2506310.952,2672096.98,6869.05,7323.42,515.22,549.3,0,0,3917.329,4176.45,2393.77,2552.13,4006.05,4271.04,1612.28,1718.91,2194.79,2339.96,3918.77,4177.98,10271.159,10950.57
"United Kingdom","Donor","DAC","EU","2018-01-02",2009,3640.55,3402.17,2970.64,2776.14,4823.54,4507.71,7863.89,7348.94,3488.02,3259.65,5361.38,5010.35,2378720.693,2222955.33,7909.464,7391.53,45.574,42.59,12.295,11.49,4163.733,3891.08,2719.1,2541.07,4175.5,3902.12,1456.4,1361.05,2659.39,2485.27,4304.11,4022.29,12027.623,11240.02
"United Kingdom","Donor","DAC","EU","2018-01-02",2010,4560.6,4278.87,3118.82,2926.21,5739.83,5385.29,8369.938,7852.93,3629.17,3405.03,6413.92,6017.72,2429669.071,2279589.19,8544.522,8016.73,174.584,163.8,19.26,18.07,5367.797,5036.23,2685.93,2520.04,4892.98,4590.73,2207.05,2070.69,2912.78,2732.88,5347.59,5017.26,13737.735,12889.16
"United Kingdom","Donor","DAC","EU","2018-01-02",2011,4440.9,4411.87,3284.21,3262.73,5673.63,5636.54,8346.486,8291.94,4164.4,4137.18,6499.01,6456.55,2475325.567,2459148.77,8529.281,8473.54,182.795,181.6,31.506,31.3,5394.061,5358.81,3210.7,3189.73,5068.24,5035.16,1857.54,1845.43,3069.6,3049.52,5212.47,5178.4,13740.547,13650.75
"United Kingdom","Donor","DAC","EU","2018-01-02",2012,4503.71,4490.58,3371.98,3362.18,5610.21,5593.88,8577.925,8552.94,4150.14,4138.07,6433.49,6414.73,2479356.58,2472134.71,8690.704,8665.39,112.779,112.45,45.091,44.96,5241.317,5226.05,3039.96,3031.13,4616.08,4602.64,1576.12,1571.51,3080.24,3071.29,5021.36,5006.74,13819.242,13778.99
"United Kingdom","Donor","DAC","EU","2018-01-02",2013,5670.83,5685.4,3905.32,3915.37,7040.11,7058.19,10453.348,10480.23,5151.78,5165.04,8584.45,8606.52,2529623.295,2536128.55,10517.852,10544.9,64.504,64.67,50.41,50.54,7307.657,7326.45,3496.07,3505.06,6131.34,6147.1,2635.27,2642.04,3601.86,3611.12,6487.25,6503.91,17761.005,17806.68
"United Kingdom","Donor","DAC","EU","2018-01-02",2014,5940.95,6375.17,4044.98,4340.64,7549.55,8101.34,10463.091,11227.87,5018.02,5384.82,8685.84,9320.7,2561877.04,2749132.37,10468.049,11233.19,4.958,5.32,206.804,221.92,7522.647,8072.5,3544.98,3804.09,6161.22,6611.55,2616.24,2807.46,3670.46,3938.75,6644.31,7129.95,17985.738,19300.37
"United Kingdom","Donor","DAC","EU","2018-01-02",2015,5731.67,5731.67,4203.27,4203.27,7315.79,7315.79,11710.03,11710.03,5651.87,5651.87,8811.06,8811.06,2632511.84,2632511.84,11710.03,11710.03,0,0,384.87,384.87,6834.83,6834.83,3815.28,3815.28,6117.21,6117.21,2301.93,2301.93,3805.44,3805.44,6506.56,6506.56,18544.86,18544.86
"United Kingdom","Donor","DAC","EU","2018-01-02",2016,5918.88,5305.61,4302.88,3857.06,7794.53,6986.9,12844.908,11514.07,5709.88,5118.28,9225.78,8269.87,2876591.496,2578553,12848.288,11517.1,3.38,3.03,640.378,574.03,7291.153,6535.73,3542.93,3175.86,6275.61,5625.38,2732.68,2449.52,3731.59,3344.97,6757.3,6057.15,20136.061,18049.8
"United States","Donor","DAC","Non-EU","2018-01-02",2007,5807.09,5138.64,5649.75,4999.43,7235.84,6402.95,21242.799,18797.6,11801.58,10443.1,13607.41,12041.07,15736934.463,13925500,21359.819,18901.15,117.02,103.55,509.711,451.04,3261.129,2885.75,5388.79,4768.49,6898.7,6104.62,1509.91,1336.13,5126.56,4536.46,6656.07,5889.91,24503.928,21683.35
"United States","Donor","DAC","Non-EU","2018-01-02",2008,7395.66,6672.78,7761.87,7003.19,9288.84,8380.89,25753.871,23236.46,13524.12,12202.19,15143.28,13663.06,15971495.121,14410300,25995.334,23454.32,241.463,217.86,614.873,554.77,3305.587,2982.47,7560.3,6821.31,8939.4,8065.59,1379.1,1244.28,7204.92,6500.68,8630.95,7787.31,29059.458,26218.93
"United States","Donor","DAC","Non-EU","2018-01-02",2009,7837.31,7124.97,8256.52,7506.05,10053.49,9139.7,27496.084,24996.77,14742.55,13402.52,16742.47,15220.69,15411896.039,14011000,27690.627,25173.63,194.543,176.86,814.407,740.38,4023.428,3657.71,8828.76,8026.27,10350.45,9409.67,1521.69,1383.4,8004.05,7276.52,9727.27,8843.12,31519.512,28654.48
"United States","Donor","DAC","Non-EU","2018-01-02",2010,7810.42,7187.23,8162.75,7511.46,10118.56,9311.19,28139.657,25894.4,14970.6,13776.12,17173.78,15803.48,15904626.835,14635600,28162.163,25915.11,22.506,20.71,823.497,757.79,4065.647,3741.25,9701.9,8927.8,11496.8,10579.47,1794.9,1651.67,8046.96,7404.91,9919.46,9127.97,32205.304,29635.65
"United States","Donor","DAC","Non-EU","2018-01-02",2011,8094.48,7602.39,8760.82,8228.23,10480.34,9843.21,27958.081,26258.4,14521.18,13638.38,16415.98,15418,16195912.697,15211300,29059.948,27293.28,1101.867,1034.88,779.105,731.74,3910.675,3672.93,9622.25,9037.28,11191.84,10511.44,1569.59,1474.16,8402.37,7891.57,10065.81,9453.88,31868.756,29931.33
"United States","Donor","DAC","Non-EU","2018-01-02",2012,9403.2,8994.21,9271.68,8868.42,11856.95,11341.23,26536.013,25381.89,12891.33,12330.66,15796.38,15109.3,17265419.901,16514500,26578.783,25422.8,42.77,40.91,869.34,831.53,5467.371,5229.58,9540.04,9125.13,11662.94,11155.68,2122.9,2030.55,8963.97,8574.09,11474.18,10975.11,32003.384,30611.47
"United States","Donor","DAC","Non-EU","2018-01-02",2013,9856.3,9579.84,9769.67,9495.62,11996.94,11660.44,26937.135,26181.66,13826.14,13438.35,16436.44,15975.45,17700732.259,17204300,27120.909,26360.28,183.774,178.62,1004.677,976.5,5047.954,4906.38,9088.26,8833.34,11135.01,10822.7,2046.75,1989.36,9398.57,9134.94,11578.01,11253.27,31985.089,31088.04
"United States","Donor","DAC","Non-EU","2018-01-02",2014,9211.08,9113.04,9416.73,9316.51,12202.47,12072.6,27757.532,27462.1,12365,12233.38,15454.22,15289.69,18014938.758,17823200,27805.24,27509.3,47.708,47.2,1259.04,1245.64,5646.305,5586.21,8708.96,8616.28,10942.65,10826.19,2233.69,2209.91,9542.58,9441.02,12100.68,11971.89,33403.837,33048.31
"United States","Donor","DAC","Non-EU","2018-01-02",2015,8944.3,8944.3,9319.81,9319.81,11416.76,11416.76,26642.94,26642.94,12392.41,12392.41,14603.77,14603.77,18496000,18496000,26654.11,26654.11,11.17,11.17,1202.12,1202.12,4331.43,4331.43,9121.7,9121.7,10737.22,10737.22,1615.52,1615.52,9412.83,9412.83,11304.37,11304.37,30974.37,30974.37
"United States","Donor","DAC","Non-EU","2018-01-02",2016,10526.27,10662.32,9734.76,9860.54,12868.74,13035.07,28161.593,28525.46,13154.32,13324.27,16381.49,16593.19,18260067.511,18496000,28170.814,28534.8,9.221,9.34,1680.102,1701.81,5801.876,5876.84,9226.35,9345.56,11718.12,11869.55,2491.77,2523.99,9779.84,9906.2,12625.47,12788.65,33963.469,34402.3
NA,NA,NA,NA,"2018-01-02",2014,NA,NA,NA,NA,NA,NA,9.108,10.11,NA,NA,NA,NA,68160.639,75659.1,9.108,10.11,0,0,0,0,5.198,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.306,15.88
NA,NA,NA,NA,"2018-01-02",2015,NA,NA,NA,NA,NA,NA,7.16,7.16,NA,NA,NA,NA,69682.1,69682.1,7.16,7.16,0,0,0,0,5.81,5.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.97,12.97
NA,NA,NA,NA,"2018-01-02",2016,NA,0,NA,0.84,NA,0.84,4.168,4.14,NA,0.07,NA,0.07,35616.629,35375.31,4.168,4.14,0,0,0,0,9.313,9.25,NA,0.07,NA,0.07,NA,0,NA,0.03,NA,0.03,13.481,13.39
