Donor,Donor_Group_Type,Donor_DAC_Country,Donor_EU_Country,as_of_date,Time_Period,Africa_Fragile_ODA_Constant Prices,Africa_Fragile_ODA_Current Prices,Africa_Fragile_ODA_National currency,Africa_ODA_Bilateral_Constant Prices,Africa_ODA_Bilateral_Current Prices,Africa_ODA_Bilateral_National currency,Africa_ODA_Constant Prices,Africa_ODA_Current Prices,Africa_ODA_National currency,Bilat_ODA_Ex_Debt_Relief_Constant Prices,Bilat_ODA_Ex_Debt_Relief_Current Prices,Bilat_ODA_Ex_Debt_Relief_National currency,Fragile_State_ODA_Bilateral_Constant Prices,Fragile_State_ODA_Bilateral_Current Prices,Fragile_State_ODA_Bilateral_National currency,Fragile_State_ODA_Constant Prices,Fragile_State_ODA_Current Prices,Fragile_State_ODA_National currency,GNI_Constant Prices,GNI_Current Prices,GNI_National currency,IA_Bilateral_ODA_Constant Prices,IA_Bilateral_ODA_Current Prices,IA_Bilateral_ODA_National currency,IA6_Debt_Relief_Constant Prices,IA6_Debt_Relief_Current Prices,IA6_Debt_Relief_National currency,IA82_In_Donor_Refugee_Cost_Constant Prices,IA82_In_Donor_Refugee_Cost_Current Prices,IA82_In_Donor_Refugee_Cost_National currency,IB_Multilateral_ODA_Constant Prices,IB_Multilateral_ODA_Current Prices,IB_Multilateral_ODA_National currency,LDC_ODA_Bilateral_Constant Prices,LDC_ODA_Bilateral_Current Prices,LDC_ODA_Bilateral_National currency,LDC_ODA_Constant Prices,LDC_ODA_Current Prices,LDC_ODA_Imputed_Multilateral_Constant Prices,LDC_ODA_Imputed_Multilateral_Current Prices,LDC_ODA_Imputed_Multilateral_National currency,LDC_ODA_National currency,SSA_ODA_Bilateral_Constant Prices,SSA_ODA_Bilateral_Current Prices,SSA_ODA_Bilateral_National currency,SSA_ODA_Constant Prices,SSA_ODA_Current Prices,SSA_ODA_National currency,Total_ODA_ONE_Constant Prices,Total_ODA_ONE_Current Prices,Total_ODA_ONE_National currency,Release
Belgium,Donor,DAC,EU,2017-05-16,2007,539.78,594.64,434.38452,438.01,482.51,352.473555,749.48,825.66,603.14463,955.617617,1052.69,768.990045,357.88,394.26,288.00693,682.78,752.19,549.474795,415580.988986,457796.03,334419.999915,1123.458236,1237.58,904.05219,167.840619,184.89,135.062145,76.680713,84.47,61.705335,647.360605,713.12,520.93416,355.31,391.42,285.93231,611.61,673.79,256.3,282.37,206.271285,492.203595,405.01,446.16,325.91988,674.73,743.31,542.987955,1602.978222,1765.81,1289.924205,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2008,704.9,834.12,578.295396,534.26,632.23,438.325059,939.91,1112.21,771.095193,1077.766586,1275.36,884.207088,472.98,559.72,388.053876,896.8,1061.19,735.723027,421233.681727,498460.98,345582.997434,1162.873436,1376.07,954.029331,85.10685,100.71,69.822243,78.557569,92.96,64.449168,853.155824,1009.57,699.934881,456.99,540.8,374.93664,805.3,952.9,348.31,412.1,285.70893,660.64557,498.87,590.35,409.289655,867.55,1026.58,711.727914,1930.92241,2284.93,1584.141969,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2009,720.02,829.33,595.541873,600.27,691.38,496.479978,980.88,1129.75,811.273475,1285.823367,1480.93,1063.455833,523,602.4,432.58344,903.98,1041.21,747.692901,411977.509826,474489.63,340731.003303,1376.234654,1585.06,1138.231586,90.411287,104.13,74.775753,80.183255,92.35,66.316535,889.560933,1024.54,735.722174,480.16,553.04,397.138024,778.31,896.43,298.15,343.39,246.588359,643.726383,562.18,647.5,464.96975,896.8,1032.9,741.72549,2175.3843,2505.47,1799.178007,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2010,752.19,839.88,634.1094,591.08,659.98,498.2849,983.18,1097.76,828.8088,1318.870624,1472.66,1111.8583,538.9,601.74,454.3137,945.45,1055.68,797.0384,420538.483701,469576.16,354530.0008,1813.467259,2024.93,1528.82215,494.596635,552.27,416.96385,85.213518,95.15,71.83825,876.763368,979,739.145,532.84,594.99,449.21745,856.75,956.64,323.91,361.65,273.04575,722.2632,558.51,623.63,470.84065,911.6,1017.86,768.4843,2195.633992,2451.66,1851.0033,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2011,705.29,843.29,606.494168,581.05,694.7,499.62824,969.99,1159.77,834.106584,1340.86652,1603.24,1153.050208,519.21,620.79,446.472168,870.77,1041.15,748.79508,437815.951877,523485.4,376490.69968,1454.57639,1739.2,1250.83264,113.70987,135.96,97.782432,106.074013,126.83,91.216136,893.395266,1068.21,768.256632,491.37,587.5,422.53,774.94,926.58,283.57,339.08,243.866336,666.396336,533.08,637.35,458.38212,866.29,1035.78,744.932976,2234.261786,2671.45,1921.30684,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2012,590.74,666.49,518.52922,445.86,503.02,391.34956,788.24,889.3,691.8754,1028.70471,1160.62,902.96236,404.64,456.5,355.157,736.46,830.92,646.45576,432313.229673,487750.64,379469.99792,1269.815963,1432.65,1114.6017,241.111253,272.03,211.63934,111.457339,125.75,97.8335,781.947467,882.22,686.36716,393.84,444.33,345.68874,623.47,703.42,229.63,259.09,201.57202,547.26076,424.31,478.7,372.4286,707.45,798.15,620.9607,1810.652177,2042.84,1589.32952,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2013,630.95,743.83,560.252756,485.72,572.62,431.297384,835.33,984.78,741.736296,1097.780778,1294.11,974.723652,438.27,516.68,389.163376,787.98,928.93,699.670076,430543.868002,507543.16,382281.508112,1108.554063,1306.81,984.289292,10.773285,12.7,9.56564,132.401128,156.08,117.559456,841.766808,992.31,747.407892,409.85,483.15,363.90858,678.06,799.33,268.21,316.18,238.146776,602.055356,464.99,548.16,412.874112,762.23,898.57,676.802924,1939.547586,2286.42,1722.131544,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2014,657.28,779.4,587.43378,450.74,534.45,402.814965,849.44,1007.21,759.134177,1105.955635,1311.45,988.439865,412.14,488.69,368.325653,822.13,974.87,734.759519,445526.399548,528308.35,398186.003395,1112.415371,1319.11,994.213207,6.459736,7.66,5.773342,157.462378,186.72,140.730864,950.475029,1127.08,849.480196,393.53,466.61,351.683957,692.89,821.62,299.36,355.01,267.571037,619.254994,427.32,506.67,381.877179,764.56,906.57,683.281809,2056.430664,2438.53,1837.920061,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2015,554.3,554.3,499.70145,421.47,421.47,379.955205,742.09,742.09,668.994135,1111.61,1111.61,1002.116415,412.52,412.52,371.88678,721.74,721.74,650.64861,457652.8,457652.8,412573.9992,1111.63,1111.63,1002.134445,0.02,0.02,0.01803,228.11,228.11,205.641165,792.56,792.56,714.49284,377.36,377.36,340.19004,609.51,609.51,232.15,232.15,209.283225,549.473265,403.1,403.1,363.39465,670.26,670.26,604.23939,1904.17,1904.17,1716.609255,Preliminary
Belgium,Donor,DAC,EU,2017-05-16,2016,NA,NA,NA,565.830178348506,572.9,518.07347,904.208640044358,915.506365166605,827.892406020161,1410.091471,1427.71,1291.078153,NA,NA,NA,NA,NA,NA,462184.934122,467959.75,423176.001925,1414.565569,1432.24,1295.174632,4.474098,4.53,4.096479,381.611912,386.38,349.403434,862.819417,873.6,789.99648,537.533731133137,544.25,492.165275,787.381605693499,797.21962377194,249.847874560361,252.96962377194,228.760430776965,720.925705776965,537.533731133137,544.25,492.165275,816.483785624731,826.68542379566,747.571628738415,2272.910888,2301.31,2081.074633,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2010,0,0,0,0,0,0,0,0,0,0.215941,0.23,0.339618,0,0,0,0,0,0,43658.814893,46501.15,68663.59809,0.215941,0.23,0.339618,0,0,0,0,0,0,37.799149,40.26,59.447916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.01509,40.49,59.787534,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2011,7.17,8.12,11.421592,0,0,0,12.37,13.99,19.678334,6.049601,6.83,9.607078,0,0,0,10.56,11.91,16.752606,46151.194113,52104.7,73290.47102,6.049601,6.83,9.607078,0,0,0,0,0,0,36.802479,41.55,58.44423,0,0,0,8.14,9.18,8.14,9.18,12.912588,12.912588,0,0,0,9.52,10.77,15.149082,42.85208,48.38,68.051308,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2012,8.98,9.89,15.06247,0,0,0,13.92,15.31,23.31713,0.145236,0.16,0.24368,0.12,0.13,0.19799,12.02,13.25,20.17975,45166.14769,49757.68,75780.94664,0.145236,0.16,0.24368,0,0,0,0,0,0,36.118264,39.79,60.60017,0,0,0,7.78,8.57,7.78,8.57,13.05211,13.05211,0,0,0,10.07,11.07,16.85961,36.2635,39.95,60.84385,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2013,11.54,12.77,18.82298,0,0,0,16.65,18.43,27.16582,0.316236,0.35,0.5159,0.18,0.2,0.2948,16.49,18.24,26.88576,46202.956116,51136,75374.464,0.316236,0.35,0.5159,0,0,0,0,0,0,44.544073,49.3,72.6682,0,0,0,12.15,13.44,12.15,13.44,19.81056,19.81056,0,0,0,13.52,14.96,22.05104,44.860309,49.65,73.1841,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2014,9.78,10.82,15.94868,0.06,0.07,0.10318,15.66,17.34,25.55916,0.891883,0.99,1.45926,0.36,0.41,0.60434,14.26,15.79,23.27446,48648.140254,54e3,79596,0.891883,0.99,1.45926,0,0,0,0,0,0,42.954506,47.68,70.28032,0.06,0.07,0.10318,9.99,11.05,9.93,10.98,16.18452,16.2877,0.06,0.07,0.10318,11.57,12.8,18.8672,43.846389,48.67,71.73958,Preliminary
Bulgaria,Donor,Non-DAC,EU,2017-05-16,2015,7.99,7.99,14.084772,0.03,0.03,0.052884,13.12,13.12,23.127936,1.4,1.4,2.46792,0.2,0.2,0.35256,12.08,12.08,21.294624,47651,47651,83999.1828,1.4,1.4,2.46792,0,0,0,0,0,0,39.53,39.53,69.683484000000007,0.1,0.1,0.17628,8.41,8.41,8.31,8.31,14.648868,14.825148,0.03,0.03,0.052884,9.62,9.62,16.958136,40.93,40.93,72.151404,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2007,906.4,960.64,1032.015552,1126.73,1194.19,1282.918317,1490.25,1579.46,1696.813878,2960.089711,3137.28,3370.379904,1259.24,1334.62,1433.782266,1727.78,1831.19,1967.247417,1330114.369753,1409734.71,1514477.998953,2974.15761,3152.19,3386.397717,14.067899,14.91,16.017813,162.304491,172.02,184.801086,875.115771,927.5,996.41325,1089.47,1154.67,1240.461981,1465.13,1552.81,375.66,398.14,427.721802,1668.183783,740.21,784.53,842.820579,1093.05,1158.48,1244.555064,3835.205482,4064.78,4366.793154,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2008,1164.92,1282.88,1379.480864,1222.68,1346.49,1447.880697,1818.74,2002.9,2153.71837,2927.407008,3223.9,3466.65967,1238.67,1364.13,1466.848989,1935.33,2131.31,2291.797643,1337925.094884,1473432.53,1584381.999509,3057.028693,3366.65,3620.158745,129.621685,142.75,153.499075,164.60819,181.28,194.930384,1296.725349,1428.06,1535.592918,1105.88,1217.89,1309.597117,1688.73,1859.73,582.85,641.84,690.170552,1999.767669,1127.89,1242.11,1335.640883,1703.74,1876.26,2017.542378,4224.132357,4651.96,5002.252588,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2009,1024.29,1038.67,1185.12247,1278.35,1296.34,1479.12394,1651.81,1675.01,1911.18641,3049.866923,3092.74,3528.81634,1304.65,1322.98,1509.52018,1688.15,1711.83,1953.19803,1301439.634539,1319734.44,1505816.99604,3097.428335,3140.97,3583.84677,47.561412,48.23,55.03043,216.486768,219.53,250.48373,847.190735,859.1,980.2331,1136.55,1152.53,1315.03673,1459.08,1479.58,322.53,327.05,373.16405,1688.20078,1057.51,1072.38,1223.58558,1368.48,1387.69,1583.35429,3897.057658,3951.84,4509.04944,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2010,1215.13,1404,1446.4008,1306.76,1509.88,1555.478376,1847.12,2134.22,2198.673444,3348.735643,3869.13,3985.977726,1614.98,1865.97,1922.322294,2207.53,2550.6,2627.62812,1341176.955778,1549596.19,1596393.994938,3398.311537,3926.41,4044.987582,49.575894,57.28,59.009856,245.776301,283.97,292.545894,1114.514213,1287.71,1326.598842,1465.56,1693.33,1744.468566,1957.16,2261.32,491.6,567.99,585.143298,2329.611864,1173.4,1355.78,1396.724556,1693.53,1956.74,2015.833548,4463.249856,5156.84,5312.576568,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2011,1079.65,1341.42,1326.798522,1240.35,1541.08,1524.282228,1725.63,2144.02,2120.650182,3306.008534,4107.47,4062.698577,1325.25,1646.53,1628.582823,1848.53,2296.7,2271.66597,1374278.619846,1707439.09,1688828.003919,3309.018774,4111.21,4066.397811,3.01024,3.74,3.699234,272.281873,338.29,334.602639,1084.443109,1347.34,1332.653994,1122.26,1394.33,1379.131803,1562.17,1940.9,439.91,546.57,540.612387,1919.74419,1115.65,1386.14,1371.031074,1575.51,1957.5,1936.16325,4390.451643,5454.81,5395.352571,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2012,1334.6,1661.39,1660.060888,1327.52,1652.62,1651.297904,2016.06,2509.77,2507.762184,3080.367739,3834.71,3831.642232,1157.22,1440.6,1439.44752,1910.97,2378.93,2377.026856,1436907.056663,1788787.03,1787356.000376,3239.080929,4032.29,4029.064168,158.71319,197.58,197.421936,214.09974,266.53,266.316776,1299.692178,1617.97,1616.675624,965.95,1202.49,1201.528008,1509.91,1879.66,543.96,677.17,676.628264,1878.156272,1209.85,1506.13,1504.925096,1879.64,2339.93,2338.058056,4380.059917,5452.68,5448.317856,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2013,1186.89,1455.35,1499.30157,1239.2,1519.49,1565.378598,1791.16,2196.32,2262.648864,2863.788808,3511.55,3617.59881,1182.59,1450.07,1493.862114,1833.77,2248.57,2316.476814,1467262.389325,1799142.88,1853476.994976,2863.788808,3511.55,3617.59881,0,0,0,172.200028,211.15,217.52673,1170.854168,1435.69,1479.047838,973.94,1194.23,1230.295746,1506.13,1846.83,532.19,652.6,672.30852,1902.604266,1143.87,1402.6,1444.95852,1677.57,2057.05,2119.17291,4034.642976,4947.24,5096.646648,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2014,956.78,1113.34,1229.906698,1170.41,1361.86,1504.446742,1508.24,1754.96,1938.704312,2817.445648,3278.33,3621.571151,1097.07,1276.61,1410.271067,1525.41,1775.03,1960.875641,1512068.436859,1759416.13,1943626.998811,2817.445648,3278.33,3621.571151,0,0,0,186.003167,216.43,239.090221,826.507903,961.71,1062.401037,893.2,1039.31,1148.125757,1201.35,1397.87,308.15,358.56,396.101232,1544.226989,981.54,1142.1,1261.67787,1301.27,1514.14,1672.670458,3643.953551,4240.04,4683.972188,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2015,1258.57,1258.57,1608.830031,1086.17,1086.17,1388.451111,1754.66,1754.66,2242.981878,2971.99,2971.99,3799.094817,1231.59,1231.59,1574.341497,1989.06,1989.06,2542.615398,1529870.14,1529870.14,1955632.999962,2971.99,2971.99,3799.094817,0,0,0,212.99,212.99,272.265117,1305.24,1305.24,1668.488292,998.2,998.2,1275.99906,1561.16,1561.16,562.96,562.96,719.631768,1995.630828,943.87,943.87,1206.549021,1596.94,1596.94,2041.368402,4277.23,4277.23,5467.583109,Preliminary
Canada,Donor,DAC,Non-EU,2017-05-16,2016,NA,NA,NA,1007.29226493028,976.06,1293.669924,1658.86382559204,1607.42882873168,2130.48616960097,2800.956918,2714.11,3597.281394,NA,NA,NA,NA,NA,NA,1553966.968459,1505784.42,1995766.670268,2800.956918,2714.11,3597.281394,0,0,0,402.923098,390.43,517.475922,1287.686204,1247.76,1653.781104,849.902203535982,823.55,1091.53317,1428.37604204296,1384.08758623094,578.473838506974,560.537586230942,742.936516790491,1834.46968679049,941.698452706676,912.5,1209.4275,1582.00468475812,1532.95279470044,2031.77563409597,4088.643122,3961.87,5251.062498,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2007,0,0,0,0,0,0,0,0,0,472.887732,495,16265.1555,0,0,0,0,0,0,366180.376309,383303,12594914.9467,472.887732,495,16265.1555,0,0,0,0,0,0,18.151246,19,624.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.038978,514,16889.4746,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2008,0,0,0,0,0,0,0,0,0,372.09635,407.4,12894.37296,0,0,0,0,0,0,358076.519797,392050,12408539.32,372.09635,407.4,12894.37296,0,0,0,0,0,0,25.390964,27.8,879.88112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.487314,435.2,13774.25408,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2009,0,0,0,0,0,0,0,0,0,380.841387,402.15,13277.14311,0,0,0,0,0,0,298532.675855,315236,10407642.6344,380.841387,402.15,13277.14311,0,0,0,0,0,0,8.712522,9.2,303.74168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.553909,411.35,13580.88479,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2010,0,0,0,0,0,0,0,0,0,306.101751,326.03,10266.35867,0,0,0,0,0,0,355490.084601,378633.68,11922795.94952,306.101751,326.03,10266.35867,0,0,0,0,0,0,51.525516,54.88,1728.11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.627267,380.91,11994.47499,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2011,0,0,0,0,0,0,0,0,0,293.923816,331.84,9754.005408,0,0,0,0,0,0,361473.857875,408104,11995686.5448,293.923816,331.84,9754.005408,0,0,0,0,0,0,43.755534,49.4,1452.04878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.67935,381.24,11206.054188,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2012,0,0,0,0,0,0,0,0,0,219.051506,241.32,7133.202012,0,0,0,0,0,0,443920.60405,489049,14455848.2959,219.051506,241.32,7133.202012,0,0,0,0,0,0,57.349885,63.18,1867.543938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.401391,304.5,9000.74595,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2013,0,0,0,0,0,0,0,0,0,209.528816,231.9,6883.58046,0,0,0,0,0,0,454703.732624,503252,14938230.4168,209.528816,231.9,6883.58046,0,0,0,0,0,0,36.023777,39.87,1183.477158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.552593,271.77,8067.057618,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2014,0,0,0,0,0,0,0,0,0,202.466353,224.74,6810.7457,0,0,0,0,0,0,493023.676509,547262,16584774.91,202.466353,224.74,6810.7457,0,0,0,0,0,0,44.350888,49.23,1491.91515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.817241,273.97,8302.66085,Preliminary
Chinese Taipei,Donor,Non-DAC,Non-EU,2017-05-16,2015,0,0,0,0,0,0,0,0,0,200.48,200.48,6364.63856,0,0,0,0,0,0,539336,539336,17122299.992,200.48,200.48,6364.63856,0,0,0,0,0,0,54.28,54.28,1723.22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.76,254.76,8087.86572,Preliminary
Croatia,Donor,Non-DAC,EU,2017-05-16,2012,0,0,0,0.03,0.03,0.17181,0.03,0.03,0.17181,13.180125,14.52,83.15604,0.86,0.94,5.38338,0.86,0.94,5.38338,49107.767686,54100,309830.7,13.180125,14.52,83.15604,0,0,0,0,0,0,6.208819,6.84,39.17268,0.82,0.9,5.1543,0.82,0.9,0,0,0,5.1543,0,0,0,0,0,0,19.388944,21.36,122.32872,Preliminary
Croatia,Donor,Non-DAC,EU,2017-05-16,2013,3.66,4.03,22.99115,0.16,0.18,1.0269,5.95,6.56,37.4248,21.91966,24.26,138.4033,1.67,1.85,10.55425,6.82,7.51,42.84455,50615.801033,56020,319594.1,21.91966,24.26,138.4033,0,0,0,0,0,0,18.811513,20.82,118.7781,1.67,1.85,10.55425,5.38,5.93,3.71,4.08,23.2764,33.83065,0.06,0.07,0.39935,4.44,4.9,27.9545,40.731173,45.08,257.1814,Preliminary
Croatia,Donor,Non-DAC,EU,2017-05-16,2014,0,0,0,0,0,0,0,0,0,27.125843,30.11,173.07228,0,0,0,0,0,0,51457.119908,57118,328314.264,27.125843,30.11,173.07228,0,0,0,3.288254,3.65,20.9802,37.819425,41.98,241.30104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.945268,72.09,414.37332,Preliminary
Croatia,Donor,Non-DAC,EU,2017-05-16,2015,6.8,6.8,46.64596,0,0,0,10.92,10.92,74.907924,16.2,16.2,111.12714,0,0,0,9.98,9.98,68.459806,55035,55035,377523.5895,16.2,16.2,111.12714,0,0,0,1.32,1.32,9.054804,35.21,35.21,241.530037,0,0,0,7.1,7.1,7.1,7.1,48.70387,48.70387,0,0,0,8.14,8.14,55.837958,51.41,51.41,352.657177,Preliminary
Croatia,Donor,Non-DAC,EU,2017-05-16,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.493671,3.47,23.803159,NA,NA,NA,NA,NA,NA,54934.205058,54562,374278.9514,3.493671,3.47,23.803159,0,0,0,0,0,0,37.534313,37.28,255.729616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.027984,40.75,279.532775,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2007,4.79,4.96,NA,0.83,0.86,NA,6.59,6.83,NA,20.061904,21,NA,1.6,1.66,NA,7.31,7.57,NA,19629.531535,20547.41,NA,20.061904,21,NA,0,0,NA,0,0,NA,13.259963,13.88,NA,0.82,0.85,NA,5.05,5.23,4.23,4.38,NA,NA,0.44,0.45,NA,5.09,5.25,NA,33.321867,34.88,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2008,5.35,5.8,NA,1.18,1.28,NA,7.35,7.96,NA,19.865232,21.75,NA,1.89,2.07,NA,8.03,8.71,NA,20720.97166,22686.93,NA,19.865232,21.75,NA,0,0,NA,0,0,NA,14.330368,15.69,NA,1.34,1.46,NA,6.1,6.59,4.76,5.13,NA,NA,1.02,1.1,NA,6.25,6.75,NA,34.1956,37.44,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2009,6.81,7.16,NA,1.13,1.19,NA,9.95,10.47,NA,22.008588,23.24,NA,2.9,3.06,NA,11.48,12.05,NA,21947.468208,23175.46,NA,22.008588,23.24,NA,0,0,NA,0,0,NA,21.080515,22.26,NA,1.44,1.52,NA,8.1,8.51,6.66,6.99,NA,NA,0.91,0.96,NA,8.71,9.16,NA,43.089103,45.5,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2010,8.17,8.71,NA,1.33,1.42,NA,10.24,10.91,NA,28.55122,30.41,NA,2.57,2.74,NA,12.09,12.86,NA,21161.768011,22539.47,NA,28.55122,30.41,NA,0,0,NA,0,0,NA,19.491066,20.76,NA,2.34,2.5,NA,9.73,10.36,7.39,7.86,NA,NA,1.09,1.16,NA,9.19,9.78,NA,48.042286,51.17,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2011,4.93,5.55,NA,1.31,1.48,NA,7.51,8.45,NA,15.996456,18.06,NA,1.33,1.5,NA,6.66,7.49,NA,21128.311918,23853.865,NA,15.996456,18.06,NA,0,0,NA,0,0,NA,17.316208,19.55,NA,1.12,1.27,NA,5.22,5.87,4.1,4.6,NA,NA,1.17,1.32,NA,5.95,6.68,NA,33.312664,37.61,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2012,3.54,3.9,NA,0.04,0.04,NA,5.77,6.37,NA,8.423661,9.28,NA,0.41,0.45,NA,5.12,5.61,NA,20050.156913,22088.43,NA,8.423661,9.28,NA,0,0,NA,0,0,NA,14.34201,15.8,NA,0.39,0.43,NA,3.46,3.81,3.07,3.38,NA,NA,0.02,0.02,NA,3.95,4.36,NA,22.765671,25.08,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2013,3.43,3.78,NA,0.03,0.03,NA,5.63,6.19,NA,2.963581,3.28,NA,0.03,0.03,NA,4.84,5.33,NA,18766.147057,20769.79,NA,2.963581,3.28,NA,0,0,NA,0,0,NA,15.459414,17.11,NA,0.02,0.02,NA,3.46,3.81,3.44,3.79,NA,NA,0.03,0.03,NA,4.16,4.57,NA,18.422995,20.39,NA,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2014,0.01,0.01,0.007537,0.01,0.01,0.007537,0.01,0.01,0.007537,0.171169,0.19,0.143203,0.11,0.13,0.097981,0.11,0.13,0.097981,17816.030031,19776,14905.1712,0.171169,0.19,0.143203,0,0,0,0,0,0,16.504332,18.32,13.807784,0.01,0.01,0.007537,0.01,0.01,0,0,0,0.007537,0.01,0.01,0.007537,0.01,0.01,0.007537,16.675501,18.51,13.950987,Preliminary
Cyprus,Donor,Non-DAC,EU,2017-05-16,2015,3.83,3.83,3.452745,0.01,0.01,0.009015,6.12,6.12,5.51718,0.57,0.57,0.513855,0.52,0.52,0.46878,6.04,6.04,5.44506,20342.17,20342.17,18338.466255,0.57,0.57,0.513855,0,0,0,0,0,0,17.67,17.67,15.929505,0.01,0.01,0.009015,3.96,3.96,3.95,3.95,3.560925,3.56994,0.01,0.01,0.009015,4.56,4.56,4.11084,18.24,18.24,16.44336,Preliminary
Czech Republic,Donor,DAC,EU,2017-05-16,2007,32.48,35.78,725.933264,6.21,6.84,138.775392,45.03,49.61,1006.527368,63.152301,69.62,1412.506256,19.11,21.07,427.485016,58.25,64.18,1302.135184,147918.708964,163067.7,3308447.95176,73.429744,80.95,1642.37836,10.277443,11.33,229.872104,8.426959,9.29,188.482952,88.832302,97.93,1986.882184,15.95,17.59,356.879992,45.45,50.1,29.5,32.51,659.588888,1016.46888,6.03,6.64,134.717632,37.77,41.61,844.216968,151.984603,167.55,3399.38844,Preliminary
Czech Republic,Donor,DAC,EU,2017-05-16,2008,36.09,47.42,822.59474,7.48,9.8,170.0006,50.42,66.24,1149.06528,88.136389,115.94,2011.21118,45.29,59.55,1033.01385,88.41,116.26,2016.76222,152539.969651,200660.41,3480856.13227,89.048617,117.14,2032.02758,0.912228,1.2,20.8164,6.872115,9.04,156.81688,100.398249,132.07,2291.01829,39.84,52.38,908.63586,73.58,96.71,33.74,44.33,768.99251,1677.62837,7.21,9.44,163.75568,43.84,57.58,998.84026,188.534638,248.01,4302.22947,Preliminary
Czech Republic,Donor,DAC,EU,2017-05-16,2009,30.28,37.35,709.257825,8.11,10.01,190.084895,45.46,56.09,1065.121055,79.413874,97.95,1860.021525,33.64,41.52,788.44404,67.99,83.88,1592.83926,145636.352774,179629.58,3411075.90941,81.902905,101.02,1918.31929,2.489031,3.07,58.297765,12.801889,15.79,299.844205,92.167117,113.68,2158.72636,29.72,36.66,696.15507,56.33,69.49,26.61,32.83,623.425285,1319.580355,7.77,9.58,181.91941,40.28,49.68,943.39836,171.580991,211.63,4018.747885,Preliminary
