"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","Population_Constant Prices","Population_Current Prices","Population_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Austria","Donor","DAC","EU","2017-05-16",2015,2009,253.69,NA,NA,75.42,NA,NA,360.25,NA,NA,395.04982,NA,NA,77.5,NA,NA,348.34,NA,NA,333077.221173,NA,NA,446.832044,NA,NA,51.782224,NA,NA,35.781455,NA,NA,559.189866,NA,NA,61.27,NA,NA,281.46,NA,220.19,NA,NA,NA,0,NA,NA,70.59,NA,NA,313.94,NA,NA,954.239686,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2010,257.34,NA,NA,76.08,NA,NA,352.63,NA,NA,419.233668,NA,NA,74.99,NA,NA,364.66,NA,NA,343588.718488,NA,NA,561.438139,NA,NA,142.204471,NA,NA,33.085091,NA,NA,546.357791,NA,NA,54.57,NA,NA,288.86,NA,234.29,NA,NA,NA,0,NA,NA,64.71,NA,NA,317.88,NA,NA,965.591459,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2011,206.31,NA,NA,72.23,NA,NA,306.32,NA,NA,383.01823,NA,NA,68.68,NA,NA,281.74,NA,NA,356638.137858,NA,NA,420.109673,NA,NA,37.091443,NA,NA,36.002788,NA,NA,532.566952,NA,NA,53.3,NA,NA,225.56,NA,172.26,NA,NA,NA,0,NA,NA,64.34,NA,NA,265.49,NA,NA,915.585182,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2012,243.5,NA,NA,65.89,NA,NA,324.41,NA,NA,390.771227,NA,NA,68.3,NA,NA,317.94,NA,NA,358748.406205,NA,NA,486.929878,NA,NA,96.158651,NA,NA,52.347689,NA,NA,518.34031,NA,NA,46.5,NA,NA,219.21,NA,172.71,NA,NA,NA,0,NA,NA,56.9,NA,NA,276.94,NA,NA,909.111537,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2013,237.62,NA,NA,74.26,NA,NA,326.21,NA,NA,431.837412,NA,NA,68.86,NA,NA,327.64,NA,NA,371106.249974,NA,NA,470.733019,NA,NA,38.895607,NA,NA,54.812566,NA,NA,544.321877,NA,NA,55.7,NA,NA,259.42,NA,203.72,NA,NA,NA,0,NA,NA,65.19,NA,NA,285.48,NA,NA,976.159289,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2014,214.18,NA,NA,59.81,NA,NA,294.18,NA,NA,449.616149,NA,NA,69.83,NA,NA,314.48,NA,NA,369874.58826,NA,NA,542.390163,NA,NA,92.774014,NA,NA,93.259652,NA,NA,509.417857,NA,NA,42.71,NA,NA,217.3,NA,174.59,NA,NA,NA,0,NA,NA,53.21,NA,NA,252.74,NA,NA,959.034006,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2015,215.35,NA,NA,55.52,NA,NA,294.56,NA,NA,781.88,NA,NA,61.12,NA,NA,310.09,NA,NA,374138.66,NA,NA,782.5,NA,NA,0.62,NA,NA,438.99,NA,NA,541.01,NA,NA,41.12,NA,NA,222.28,NA,181.16,NA,NA,NA,0,NA,NA,46.73,NA,NA,255.41,NA,NA,1322.89,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.364884,NA,NA,NA,NA,NA,NA,NA,NA,384701.059128,NA,NA,959.367361,NA,NA,8.002477,NA,NA,589.700423,NA,NA,606.704449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1558.069333,NA,NA
"Austria","Donor","DAC","EU","2017-05-16",NA,2007,NA,226.16,NA,NA,61.75,NA,NA,300.86,NA,NA,399.78,292.03929,NA,58.85,NA,NA,314.38,NA,NA,363101.89,265245.930645,NA,1324.28,967.38654,NA,924.5,675.34725,NA,50.15,36.634575,NA,484.17,353.686185,NA,43.03,NA,NA,247.38,NA,204.35,NA,NA,NA,8.3,0,NA,57.49,NA,NA,268.25,NA,NA,883.95,645.725475
"Austria","Donor","DAC","EU","2017-05-16",NA,2008,NA,242.84,NA,NA,111.96,NA,NA,325.29,NA,NA,500.29,346.851057,NA,108.34,NA,NA,337.9,NA,NA,400095.36,277386.113088,NA,1233.63,855.275679,NA,733.34,508.424622,NA,45.08,31.253964,NA,479.88,332.700804,NA,90.56,NA,NA,275.13,NA,184.57,NA,NA,NA,8.33,0,NA,105.86,NA,NA,295.59,NA,NA,980.17,679.551861
"Austria","Donor","DAC","EU","2017-05-16",NA,2009,NA,287.89,NA,NA,85.56,NA,NA,408.83,NA,NA,448.36,321.967316,NA,87.92,NA,NA,395.3,NA,NA,378024.48,271459.379088,NA,507.13,364.170053,NA,58.77,42.202737,NA,40.61,29.162041,NA,634.65,455.742165,NA,69.52,NA,NA,319.41,NA,249.89,NA,NA,NA,8.36,0,NA,80.08,NA,NA,356.27,NA,NA,1083.01,777.709481
"Austria","Donor","DAC","EU","2017-05-16",NA,2010,NA,280.71,NA,NA,82.97,NA,NA,384.65,NA,NA,457.31,345.26905,NA,81.76,NA,NA,397.72,NA,NA,374794.7,282969.9985,NA,612.43,462.38465,NA,155.12,117.1156,NA,36.09,27.24795,NA,595.98,449.9649,NA,59.51,NA,NA,315.07,NA,255.56,NA,NA,NA,8.39,0,NA,70.57,NA,NA,346.75,NA,NA,1053.29,795.23395
"Austria","Donor","DAC","EU","2017-05-16",NA,2011,NA,240.68,NA,NA,84.25,NA,NA,357.37,NA,NA,446.82,321.352944,NA,80.1,NA,NA,328.69,NA,NA,416045.61,299220.002712,NA,490.09,352.472728,NA,43.27,31.119784,NA,42,30.2064,NA,621.28,446.824576,NA,62.17,NA,NA,263.16,NA,200.99,NA,NA,NA,8.44,0,NA,75.05,NA,NA,309.74,NA,NA,1068.1,768.17752
"Austria","Donor","DAC","EU","2017-05-16",NA,2012,NA,267.78,NA,NA,72.48,NA,NA,356.82,NA,NA,429.83,334.40774,NA,75.08,NA,NA,349.65,NA,NA,394606.4,307003.7792,NA,535.6,416.6968,NA,105.77,82.28906,NA,57.58,44.79724,NA,570.15,443.5767,NA,51.14,NA,NA,241.08,NA,189.94,NA,NA,NA,8.43,0,NA,62.59,NA,NA,304.6,NA,NA,999.98,777.98444
"Austria","Donor","DAC","EU","2017-05-16",NA,2013,NA,274.25,NA,NA,85.7,NA,NA,376.51,NA,NA,498.39,375.387348,NA,79.49,NA,NA,378.15,NA,NA,428299.26,322595.002632,NA,543.28,409.198496,NA,44.89,33.811148,NA,63.26,47.647432,NA,628.21,473.167772,NA,64.28,NA,NA,299.38,NA,235.1,NA,NA,NA,8.47723,0,NA,75.23,NA,NA,329.49,NA,NA,1126.6,848.55512
"Austria","Donor","DAC","EU","2017-05-16",NA,2014,NA,251.34,NA,NA,70.2,NA,NA,345.27,NA,NA,527.72,397.742564,NA,81.93,NA,NA,369.04,NA,NA,434126.35,327201.029995,NA,636.61,479.812957,NA,108.89,82.070393,NA,109.46,82.500002,NA,597.91,450.644767,NA,50.14,NA,NA,255,NA,204.86,NA,NA,NA,8.54,0,NA,62.46,NA,NA,296.62,NA,NA,1125.63,848.387331
"Austria","Donor","DAC","EU","2017-05-16",NA,2015,NA,215.35,NA,NA,55.52,NA,NA,294.56,NA,NA,781.88,704.86482,NA,61.12,NA,NA,310.09,NA,NA,374138.66,337286.00199,NA,782.5,705.42375,NA,0.62,0.55893,NA,438.99,395.749485,NA,541.01,487.720515,NA,41.12,NA,NA,222.28,NA,181.16,NA,NA,NA,8.63,0,NA,46.73,NA,NA,255.41,NA,NA,1322.89,1192.585335
"Austria","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.77,869.728611,NA,NA,NA,NA,NA,NA,NA,388908.55,351690.001765,NA,969.86,877.044398,NA,8.09,7.315787,NA,596.15,539.098445,NA,613.34,554.643362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,0,NA,NA,NA,NA,NA,NA,NA,1575.11,1424.371973
"Belgium","Donor","DAC","EU","2017-05-16",2015,2007,539.78,NA,NA,438.01,NA,NA,749.48,NA,NA,955.617617,NA,NA,357.88,NA,NA,682.78,NA,NA,415580.988986,NA,NA,1123.458236,NA,NA,167.840619,NA,NA,76.680713,NA,NA,647.360605,NA,NA,355.31,NA,NA,611.61,NA,256.3,NA,NA,NA,0,NA,NA,405.01,NA,NA,674.73,NA,NA,1602.978222,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2008,704.9,NA,NA,534.26,NA,NA,939.91,NA,NA,1077.766586,NA,NA,472.98,NA,NA,896.8,NA,NA,421233.681727,NA,NA,1162.873436,NA,NA,85.10685,NA,NA,78.557569,NA,NA,853.155824,NA,NA,456.99,NA,NA,805.3,NA,348.31,NA,NA,NA,0,NA,NA,498.87,NA,NA,867.55,NA,NA,1930.92241,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2009,720.02,NA,NA,600.27,NA,NA,980.88,NA,NA,1285.823367,NA,NA,523,NA,NA,903.98,NA,NA,411977.509826,NA,NA,1376.234654,NA,NA,90.411287,NA,NA,80.183255,NA,NA,889.560933,NA,NA,480.16,NA,NA,778.31,NA,298.15,NA,NA,NA,0,NA,NA,562.18,NA,NA,896.8,NA,NA,2175.3843,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2010,752.19,NA,NA,591.08,NA,NA,983.18,NA,NA,1318.870624,NA,NA,538.9,NA,NA,945.45,NA,NA,420538.483701,NA,NA,1813.467259,NA,NA,494.596635,NA,NA,85.213518,NA,NA,876.763368,NA,NA,532.84,NA,NA,856.75,NA,323.91,NA,NA,NA,0,NA,NA,558.51,NA,NA,911.6,NA,NA,2195.633992,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2011,705.29,NA,NA,581.05,NA,NA,969.99,NA,NA,1340.86652,NA,NA,519.21,NA,NA,870.77,NA,NA,437815.951877,NA,NA,1454.57639,NA,NA,113.70987,NA,NA,106.074013,NA,NA,893.395266,NA,NA,491.37,NA,NA,774.94,NA,283.57,NA,NA,NA,0,NA,NA,533.08,NA,NA,866.29,NA,NA,2234.261786,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2012,590.74,NA,NA,445.86,NA,NA,788.24,NA,NA,1028.70471,NA,NA,404.64,NA,NA,736.46,NA,NA,432313.229673,NA,NA,1269.815963,NA,NA,241.111253,NA,NA,111.457339,NA,NA,781.947467,NA,NA,393.84,NA,NA,623.47,NA,229.63,NA,NA,NA,0,NA,NA,424.31,NA,NA,707.45,NA,NA,1810.652177,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2013,630.95,NA,NA,485.72,NA,NA,835.33,NA,NA,1097.780778,NA,NA,438.27,NA,NA,787.98,NA,NA,430543.868002,NA,NA,1108.554063,NA,NA,10.773285,NA,NA,132.401128,NA,NA,841.766808,NA,NA,409.85,NA,NA,678.06,NA,268.21,NA,NA,NA,0,NA,NA,464.99,NA,NA,762.23,NA,NA,1939.547586,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2014,657.28,NA,NA,450.74,NA,NA,849.44,NA,NA,1105.955635,NA,NA,412.14,NA,NA,822.13,NA,NA,445526.399548,NA,NA,1112.415371,NA,NA,6.459736,NA,NA,157.462378,NA,NA,950.475029,NA,NA,393.53,NA,NA,692.89,NA,299.36,NA,NA,NA,0,NA,NA,427.32,NA,NA,764.56,NA,NA,2056.430664,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2015,554.3,NA,NA,421.47,NA,NA,742.09,NA,NA,1111.61,NA,NA,412.52,NA,NA,721.74,NA,NA,457652.8,NA,NA,1111.63,NA,NA,0.02,NA,NA,228.11,NA,NA,792.56,NA,NA,377.36,NA,NA,609.51,NA,232.15,NA,NA,NA,0,NA,NA,403.1,NA,NA,670.26,NA,NA,1904.17,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410.091471,NA,NA,NA,NA,NA,NA,NA,NA,462184.934122,NA,NA,1414.565569,NA,NA,4.474098,NA,NA,381.611912,NA,NA,862.819417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2272.910888,NA,NA
"Belgium","Donor","DAC","EU","2017-05-16",NA,2007,NA,594.64,NA,NA,482.51,NA,NA,825.66,NA,NA,1052.69,768.990045,NA,394.26,NA,NA,752.19,NA,NA,457796.03,334419.999915,NA,1237.58,904.05219,NA,184.89,135.062145,NA,84.47,61.705335,NA,713.12,520.93416,NA,391.42,NA,NA,673.79,NA,282.37,NA,NA,NA,10.58,0,NA,446.16,NA,NA,743.31,NA,NA,1765.81,1289.924205
"Belgium","Donor","DAC","EU","2017-05-16",NA,2008,NA,834.12,NA,NA,632.23,NA,NA,1112.21,NA,NA,1275.36,884.207088,NA,559.72,NA,NA,1061.19,NA,NA,498460.98,345582.997434,NA,1376.07,954.029331,NA,100.71,69.822243,NA,92.96,64.449168,NA,1009.57,699.934881,NA,540.8,NA,NA,952.9,NA,412.1,NA,NA,NA,10.69,0,NA,590.35,NA,NA,1026.58,NA,NA,2284.93,1584.141969
"Belgium","Donor","DAC","EU","2017-05-16",NA,2009,NA,829.33,NA,NA,691.38,NA,NA,1129.75,NA,NA,1480.93,1063.455833,NA,602.4,NA,NA,1041.21,NA,NA,474489.63,340731.003303,NA,1585.06,1138.231586,NA,104.13,74.775753,NA,92.35,66.316535,NA,1024.54,735.722174,NA,553.04,NA,NA,896.43,NA,343.39,NA,NA,NA,10.81,0,NA,647.5,NA,NA,1032.9,NA,NA,2505.47,1799.178007
"Belgium","Donor","DAC","EU","2017-05-16",NA,2010,NA,839.88,NA,NA,659.98,NA,NA,1097.76,NA,NA,1472.66,1111.8583,NA,601.74,NA,NA,1055.68,NA,NA,469576.16,354530.0008,NA,2024.93,1528.82215,NA,552.27,416.96385,NA,95.15,71.83825,NA,979,739.145,NA,594.99,NA,NA,956.64,NA,361.65,NA,NA,NA,10.84,0,NA,623.63,NA,NA,1017.86,NA,NA,2451.66,1851.0033
"Belgium","Donor","DAC","EU","2017-05-16",NA,2011,NA,843.29,NA,NA,694.7,NA,NA,1159.77,NA,NA,1603.24,1153.050208,NA,620.79,NA,NA,1041.15,NA,NA,523485.4,376490.69968,NA,1739.2,1250.83264,NA,135.96,97.782432,NA,126.83,91.216136,NA,1068.21,768.256632,NA,587.5,NA,NA,926.58,NA,339.08,NA,NA,NA,10.95,0,NA,637.35,NA,NA,1035.78,NA,NA,2671.45,1921.30684
"Belgium","Donor","DAC","EU","2017-05-16",NA,2012,NA,666.49,NA,NA,503.02,NA,NA,889.3,NA,NA,1160.62,902.96236,NA,456.5,NA,NA,830.92,NA,NA,487750.64,379469.99792,NA,1432.65,1114.6017,NA,272.03,211.63934,NA,125.75,97.8335,NA,882.22,686.36716,NA,444.33,NA,NA,703.42,NA,259.09,NA,NA,NA,10.95,0,NA,478.7,NA,NA,798.15,NA,NA,2042.84,1589.32952
"Belgium","Donor","DAC","EU","2017-05-16",NA,2013,NA,743.83,NA,NA,572.62,NA,NA,984.78,NA,NA,1294.11,974.723652,NA,516.68,NA,NA,928.93,NA,NA,507543.16,382281.508112,NA,1306.81,984.289292,NA,12.7,9.56564,NA,156.08,117.559456,NA,992.31,747.407892,NA,483.15,NA,NA,799.33,NA,316.18,NA,NA,NA,11.15,0,NA,548.16,NA,NA,898.57,NA,NA,2286.42,1722.131544
"Belgium","Donor","DAC","EU","2017-05-16",NA,2014,NA,779.4,NA,NA,534.45,NA,NA,1007.21,NA,NA,1311.45,988.439865,NA,488.69,NA,NA,974.87,NA,NA,528308.35,398186.003395,NA,1319.11,994.213207,NA,7.66,5.773342,NA,186.72,140.730864,NA,1127.08,849.480196,NA,466.61,NA,NA,821.62,NA,355.01,NA,NA,NA,11.2,0,NA,506.67,NA,NA,906.57,NA,NA,2438.53,1837.920061
"Belgium","Donor","DAC","EU","2017-05-16",NA,2015,NA,554.3,NA,NA,421.47,NA,NA,742.09,NA,NA,1111.61,1002.116415,NA,412.52,NA,NA,721.74,NA,NA,457652.8,412573.9992,NA,1111.63,1002.134445,NA,0.02,0.01803,NA,228.11,205.641165,NA,792.56,714.49284,NA,377.36,NA,NA,609.51,NA,232.15,NA,NA,NA,11.27,0,NA,403.1,NA,NA,670.26,NA,NA,1904.17,1716.609255
"Belgium","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427.71,1291.078153,NA,NA,NA,NA,NA,NA,NA,467959.75,423176.001925,NA,1432.24,1295.174632,NA,4.53,4.096479,NA,386.38,349.403434,NA,873.6,789.99648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,0,NA,NA,NA,NA,NA,NA,NA,2301.31,2081.074633
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2010,0,NA,NA,0,NA,NA,0,NA,NA,0.215941,NA,NA,0,NA,NA,0,NA,NA,43658.814893,NA,NA,0.215941,NA,NA,0,NA,NA,0,NA,NA,37.799149,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,38.01509,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2011,7.17,NA,NA,0,NA,NA,12.37,NA,NA,6.049601,NA,NA,0,NA,NA,10.56,NA,NA,46151.194113,NA,NA,6.049601,NA,NA,0,NA,NA,0,NA,NA,36.802479,NA,NA,0,NA,NA,8.14,NA,8.14,NA,NA,NA,0,NA,NA,0,NA,NA,9.52,NA,NA,42.85208,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2012,8.98,NA,NA,0,NA,NA,13.92,NA,NA,0.145236,NA,NA,0.12,NA,NA,12.02,NA,NA,45166.14769,NA,NA,0.145236,NA,NA,0,NA,NA,0,NA,NA,36.118264,NA,NA,0,NA,NA,7.78,NA,7.78,NA,NA,NA,0,NA,NA,0,NA,NA,10.07,NA,NA,36.2635,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2013,11.54,NA,NA,0,NA,NA,16.65,NA,NA,0.316236,NA,NA,0.18,NA,NA,16.49,NA,NA,46202.956116,NA,NA,0.316236,NA,NA,0,NA,NA,0,NA,NA,44.544073,NA,NA,0,NA,NA,12.15,NA,12.15,NA,NA,NA,0,NA,NA,0,NA,NA,13.52,NA,NA,44.860309,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2014,9.78,NA,NA,0.06,NA,NA,15.66,NA,NA,0.891883,NA,NA,0.36,NA,NA,14.26,NA,NA,48648.140254,NA,NA,0.891883,NA,NA,0,NA,NA,0,NA,NA,42.954506,NA,NA,0.06,NA,NA,9.99,NA,9.93,NA,NA,NA,0,NA,NA,0.06,NA,NA,11.57,NA,NA,43.846389,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",2015,2015,7.99,NA,NA,0.03,NA,NA,13.12,NA,NA,1.4,NA,NA,0.2,NA,NA,12.08,NA,NA,47651,NA,NA,1.4,NA,NA,0,NA,NA,0,NA,NA,39.53,NA,NA,0.1,NA,NA,8.41,NA,8.31,NA,NA,NA,0,NA,NA,0.03,NA,NA,9.62,NA,NA,40.93,NA,NA
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2010,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.23,0.339618,NA,0,NA,NA,0,NA,NA,46501.15,68663.59809,NA,0.23,0.339618,NA,0,0,NA,0,0,NA,40.26,59.447916,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,40.49,59.787534
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2011,NA,8.12,NA,NA,0,NA,NA,13.99,NA,NA,6.83,9.607078,NA,0,NA,NA,11.91,NA,NA,52104.7,73290.47102,NA,6.83,9.607078,NA,0,0,NA,0,0,NA,41.55,58.44423,NA,0,NA,NA,9.18,NA,9.18,NA,NA,NA,0,0,NA,0,NA,NA,10.77,NA,NA,48.38,68.051308
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2012,NA,9.89,NA,NA,0,NA,NA,15.31,NA,NA,0.16,0.24368,NA,0.13,NA,NA,13.25,NA,NA,49757.68,75780.94664,NA,0.16,0.24368,NA,0,0,NA,0,0,NA,39.79,60.60017,NA,0,NA,NA,8.57,NA,8.57,NA,NA,NA,0,0,NA,0,NA,NA,11.07,NA,NA,39.95,60.84385
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2013,NA,12.77,NA,NA,0,NA,NA,18.43,NA,NA,0.35,0.5159,NA,0.2,NA,NA,18.24,NA,NA,51136,75374.464,NA,0.35,0.5159,NA,0,0,NA,0,0,NA,49.3,72.6682,NA,0,NA,NA,13.44,NA,13.44,NA,NA,NA,0,0,NA,0,NA,NA,14.96,NA,NA,49.65,73.1841
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2014,NA,10.82,NA,NA,0.07,NA,NA,17.34,NA,NA,0.99,1.45926,NA,0.41,NA,NA,15.79,NA,NA,54000,79596,NA,0.99,1.45926,NA,0,0,NA,0,0,NA,47.68,70.28032,NA,0.07,NA,NA,11.05,NA,10.98,NA,NA,NA,0,0,NA,0.07,NA,NA,12.8,NA,NA,48.67,71.73958
"Bulgaria","Donor","Non-DAC","EU","2017-05-16",NA,2015,NA,7.99,NA,NA,0.03,NA,NA,13.12,NA,NA,1.4,2.46792,NA,0.2,NA,NA,12.08,NA,NA,47651,83999.1828,NA,1.4,2.46792,NA,0,0,NA,0,0,NA,39.53,69.683484,NA,0.1,NA,NA,8.41,NA,8.31,NA,NA,NA,0,0,NA,0.03,NA,NA,9.62,NA,NA,40.93,72.151404
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2007,906.4,NA,NA,1126.73,NA,NA,1490.25,NA,NA,2960.089711,NA,NA,1259.24,NA,NA,1727.78,NA,NA,1330114.369753,NA,NA,2974.15761,NA,NA,14.067899,NA,NA,162.304491,NA,NA,875.115771,NA,NA,1089.47,NA,NA,1465.13,NA,375.66,NA,NA,NA,0,NA,NA,740.21,NA,NA,1093.05,NA,NA,3835.205482,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2008,1164.92,NA,NA,1222.68,NA,NA,1818.74,NA,NA,2927.407008,NA,NA,1238.67,NA,NA,1935.33,NA,NA,1337925.094884,NA,NA,3057.028693,NA,NA,129.621685,NA,NA,164.60819,NA,NA,1296.725349,NA,NA,1105.88,NA,NA,1688.73,NA,582.85,NA,NA,NA,0,NA,NA,1127.89,NA,NA,1703.74,NA,NA,4224.132357,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2009,1024.29,NA,NA,1278.35,NA,NA,1651.81,NA,NA,3049.866923,NA,NA,1304.65,NA,NA,1688.15,NA,NA,1301439.634539,NA,NA,3097.428335,NA,NA,47.561412,NA,NA,216.486768,NA,NA,847.190735,NA,NA,1136.55,NA,NA,1459.08,NA,322.53,NA,NA,NA,0,NA,NA,1057.51,NA,NA,1368.48,NA,NA,3897.057658,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2010,1215.13,NA,NA,1306.76,NA,NA,1847.12,NA,NA,3348.735643,NA,NA,1614.98,NA,NA,2207.53,NA,NA,1341176.955778,NA,NA,3398.311537,NA,NA,49.575894,NA,NA,245.776301,NA,NA,1114.514213,NA,NA,1465.56,NA,NA,1957.16,NA,491.6,NA,NA,NA,0,NA,NA,1173.4,NA,NA,1693.53,NA,NA,4463.249856,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2011,1079.65,NA,NA,1240.35,NA,NA,1725.63,NA,NA,3306.008534,NA,NA,1325.25,NA,NA,1848.53,NA,NA,1374278.619846,NA,NA,3309.018774,NA,NA,3.01024,NA,NA,272.281873,NA,NA,1084.443109,NA,NA,1122.26,NA,NA,1562.17,NA,439.91,NA,NA,NA,0,NA,NA,1115.65,NA,NA,1575.51,NA,NA,4390.451643,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2012,1334.6,NA,NA,1327.52,NA,NA,2016.06,NA,NA,3080.367739,NA,NA,1157.22,NA,NA,1910.97,NA,NA,1436907.056663,NA,NA,3239.080929,NA,NA,158.71319,NA,NA,214.09974,NA,NA,1299.692178,NA,NA,965.95,NA,NA,1509.91,NA,543.96,NA,NA,NA,0,NA,NA,1209.85,NA,NA,1879.64,NA,NA,4380.059917,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2013,1186.89,NA,NA,1239.2,NA,NA,1791.16,NA,NA,2863.788808,NA,NA,1182.59,NA,NA,1833.77,NA,NA,1467262.389325,NA,NA,2863.788808,NA,NA,0,NA,NA,172.200028,NA,NA,1170.854168,NA,NA,973.94,NA,NA,1506.13,NA,532.19,NA,NA,NA,0,NA,NA,1143.87,NA,NA,1677.57,NA,NA,4034.642976,NA,NA
"Canada","Donor","DAC","Non-EU","2017-05-16",2015,2014,956.78,NA,NA,1170.41,NA,NA,1508.24,NA,NA,2817.445648,NA,NA,1097.07,NA,NA,1525.41,NA,NA,1512068.436859,NA,NA,2817.445648,NA,NA,0,NA,NA,186.003167,NA,NA,826.507903,NA,NA,893.2,NA,NA,1201.35,NA,308.15,NA,NA,NA,0,NA,NA,981.54,NA,NA,1301.27,NA,NA,3643.953551,NA,NA
