"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_Constant Prices","Total_ODA_Current Prices","Total_ODA_Ex_DR_Constant Prices","Total_ODA_Ex_DR_Current Prices","Total_ODA_Ex_DR_National currency","Total_ODA_National currency"
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2013,11.51,12.77,18.82298,0,0,0,16.62,18.43,27.16582,0.315433,0.35,0.5159,0.18,0.2,0.2948,16.45,18.24,26.88576,46085.733596,51136,75374.464,0.315433,0.35,0.5159,0,0,0,0,0,0,44.43106,49.3,72.6682,0,0,0,12.12,13.44,12.12,13.44,19.81056,19.81056,0,0,0,13.49,14.96,22.05104,44.746493,49.65,44.746493,49.65,73.1841,73.1841
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2014,9.74,10.82,15.94868,0.06,0.07,0.10318,15.59,17.34,25.55916,0.888644,0.99,1.45926,0.36,0.41,0.60434,14.19,15.79,23.27446,48471.514956,54000,79596,0.888644,0.99,1.45926,0,0,0,0,0,0,42.798552,47.68,70.28032,0.06,0.07,0.10318,9.95,11.05,9.89,10.98,16.18452,16.2877,0.06,0.07,0.10318,11.51,12.8,18.8672,43.687196,48.67,43.687196,48.67,71.73958,71.73958
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2015,7.99,7.99,14.084772,0.03,0.03,0.052884,13.12,13.12,23.127936,1.393901,1.4,2.46792,0.2,0.2,0.35256,12.08,12.08,21.294624,47443.405685,47651,83999.1828,1.393901,1.4,2.46792,0,0,0,0,0,0,39.357785,39.53,69.683484,0.1,0.1,0.17628,8.41,8.41,8.31,8.31,14.648868,14.825148,0.03,0.03,0.052884,9.62,9.62,16.958136,40.751686,40.93,40.751686,40.93,72.151404,72.151404
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2016,13.91,13.91,24.599835,0.06,0.06,0.10611,20.71,20.71,36.625635,12.21,12.21,21.593385,0.56,0.56,0.99036,21.31,21.31,37.686735,50325,50325,88999.7625,12.21,12.21,21.593385,0,0,0,8.47,8.47,14.979195,55.45,55.45,98.063325,0.09,0.09,0.159165,15.08,15.08,14.99,14.99,26.509815,26.66898,0,0,0,15.58,15.58,27.55323,67.66,67.66,67.66,67.66,119.65671,119.65671
"Bulgaria","Donor","Non-DAC","EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.854149,6.97,12.098526,NA,NA,NA,NA,NA,NA,54824.344133,55751,96772.5858,6.854149,6.97,12.098526,0,0,0,4.140024,4.21,7.307718,54.341505,55.26,95.920308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.195654,62.23,61.195654,62.23,108.018834,108.018834
"Canada","Donor","DAC","Non-EU","2018-04-10",2007,879.67,961.45,1032.885735,1093.37,1195,1283.7885,1445.87,1580.27,1697.684061,2870.468227,3137.28,3370.379904,1234.75,1349.53,1449.800079,1689.07,1846.1,1983.26523,1289843.014956,1409734.71,1514477.998953,2884.110198,3152.19,3386.397717,13.641971,14.91,16.017813,157.390461,172.02,184.801086,848.620232,927.5,996.41325,1069.36,1168.77,1255.609611,1433.6,1566.91,364.24,398.14,427.721802,1683.331413,718.55,785.34,843.690762,1060.7,1159.29,1245.425247,3732.73043,4079.69,3719.088459,4064.78,4366.793154,4382.810967
"Canada","Donor","DAC","Non-EU","2018-04-10",2008,1129.62,1282.88,1379.480864,1185.62,1346.49,1447.880697,1763.63,2002.9,2153.71837,2838.775056,3223.9,3466.65967,1326.87,1506.88,1620.348064,2002.41,2274.06,2445.296718,1297417.262396,1473432.53,1584381.999509,2964.472236,3366.65,3620.158745,125.69718,142.75,153.499075,159.624412,181.28,194.930384,1257.464905,1428.06,1535.592918,1072.54,1218.04,1309.758412,1637.73,1859.88,565.19,641.84,690.170552,1999.928964,1093.71,1242.11,1335.640883,1652.11,1876.26,2017.542378,4221.937141,4794.71,4096.239961,4651.96,5002.252588,5155.751663
"Canada","Donor","DAC","Non-EU","2018-04-10",2009,1037.32,1084.78,1237.73398,1283.76,1342.45,1531.73545,1645.86,1721.12,1963.79792,2957.527294,3092.74,3528.81634,1311.25,1371.21,1564.55061,1683.05,1760.06,2008.22846,1262036.455406,1319734.44,1505816.99604,3003.648708,3140.97,3583.84677,46.121414,48.23,55.03043,209.932282,219.53,250.48373,821.540672,859.1,980.2331,1104.16,1154.65,1317.45565,1416.86,1481.7,312.7,327.05,373.16405,1690.6197,1069.58,1118.49,1276.19709,1371.1,1433.8,1635.9658,3825.18938,4000.07,3779.067966,3951.84,4509.04944,4564.07987
"Canada","Donor","DAC","Non-EU","2018-04-10",2010,1199.04,1428.65,1471.79523,1287.94,1534.53,1580.872806,1811.93,2158.87,2224.067874,3247.347294,3869.13,3985.977726,1614.16,1923.25,1981.33215,2188.78,2607.88,2686.637976,1300570.669588,1549596.19,1596393.994938,3295.422198,3926.41,4044.987582,48.074904,57.28,59.009856,238.335029,283.97,292.545894,1080.770505,1287.71,1326.598842,1448.61,1725.96,1778.083992,1925.31,2293.95,476.7,567.99,585.143298,2363.22729,1158.6,1380.43,1422.118986,1662.96,1981.39,2041.227978,4376.192703,5214.12,4328.117799,5156.84,5312.576568,5371.586424
"Canada","Donor","DAC","Non-EU","2018-04-10",2011,1049.9,1345.16,1330.497756,1205.76,1544.82,1527.981462,1676.35,2147.76,2124.349416,3205.913817,4107.47,4062.698577,1288.05,1650.27,1632.282057,1795.48,2300.44,2275.365204,1332670.127752,1707439.09,1688828.003919,3208.832917,4111.21,4066.397811,2.9191,3.74,3.699234,264.038103,338.29,334.602639,1051.609853,1347.34,1332.653994,1088.28,1394.33,1379.131803,1514.86,1940.9,426.58,546.57,540.612387,1919.74419,1084.84,1389.88,1374.730308,1530.78,1961.24,1939.862484,4260.44277,5458.55,4257.52367,5454.81,5395.352571,5399.051805
"Canada","Donor","DAC","Non-EU","2018-04-10",2012,1448.1,1858.98,1857.492816,1441.24,1850.2,1848.71984,2108.95,2707.35,2705.18412,2987.104633,3834.71,3831.642232,1276.08,1638.19,1636.879448,2007.02,2576.52,2574.458784,1393402.375748,1788787.03,1787356.000376,3141.012525,4032.29,4029.064168,153.907892,197.58,197.421936,207.617525,266.53,266.316776,1260.341899,1617.97,1616.675624,986.46,1266.37,1265.356904,1513.98,1943.54,527.52,677.17,676.628264,1941.985168,1327.13,1703.71,1702.347032,1976.66,2537.51,2535.479992,4401.354424,5650.26,4247.446532,5452.68,5448.317856,5645.739792
"Canada","Donor","DAC","Non-EU","2018-04-10",2013,1150.59,1455.35,1499.30157,1201.31,1519.49,1565.378598,1736.41,2196.32,2262.648864,2776.23312,3511.55,3617.59881,1146.41,1450.07,1493.862114,1777.69,2248.57,2316.476814,1422403.226864,1799142.88,1853476.994976,2776.23312,3511.55,3617.59881,0,0,0,166.935292,211.15,217.52673,1135.057205,1435.69,1479.047838,944.16,1194.23,1230.295746,1460.09,1846.83,515.93,652.6,672.30852,1902.604266,1108.9,1402.6,1444.95852,1626.31,2057.05,2119.17291,3911.290325,4947.24,3911.290325,4947.24,5096.646648,5096.646648
"Canada","Donor","DAC","Non-EU","2018-04-10",2014,926.24,1113.34,1229.906698,1133.06,1361.86,1504.446742,1460.1,1754.96,1938.704312,2727.55553,3278.33,3621.571151,1062.09,1276.61,1410.271067,1476.76,1775.03,1960.875641,1463826.153892,1759416.13,1943626.998811,2727.55553,3278.33,3621.571151,0,0,0,180.068768,216.43,239.090221,800.138311,961.71,1062.401037,864.7,1039.31,1148.125757,1163.02,1397.87,298.32,358.56,396.101232,1544.226989,950.22,1142.1,1261.67787,1259.75,1514.14,1672.670458,3527.693841,4240.04,3527.693841,4240.04,4683.972188,4683.972188
"Canada","Donor","DAC","Non-EU","2018-04-10",2015,1221.25,1258.57,1608.830031,1053.92,1086.17,1388.451111,1702.56,1754.66,2242.981878,2883.725562,2971.99,3799.094817,1195.08,1231.59,1574.341497,1930.05,1989.06,2542.615398,1484434.883657,1529870.14,1955632.999962,2883.725562,2971.99,3799.094817,0,0,0,206.66446,212.99,272.265117,1266.475982,1305.24,1668.488292,968.55,998.2,1275.99906,1514.8,1561.16,546.25,562.96,719.631768,1995.630828,915.83,943.87,1206.549021,1549.52,1596.94,2041.368402,4150.201544,4277.23,4150.201544,4277.23,5467.583109,5467.583109
"Canada","Donor","DAC","Non-EU","2018-04-10",2016,1101.45,1101.45,1459.86183,973.5,973.5,1290.2769,1575.77,1575.77,2088.525558,2660.69,2660.69,3526.478526,1097.38,1097.38,1454.467452,1766.49,1766.49,2341.305846,1508494.794024,1508494.794024,1999359,2660.69,2660.69,3526.478526,0,0,0,390.43,390.43,517.475922,1269.75,1269.75,1682.92665,829.79,829.79,1099.803666,1343.37,1343.37,513.58,513.58,680.698932,1780.502598,912.59,912.59,1209.546786,1457.37,1457.37,1931.598198,3930.44,3930.44,3930.44,3930.44,5209.405176,5209.405176
"Canada","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,1057.27984453415,1105.73,1435.348113,1640.26894170377,1715.43474160263,2226.80583807437,2953.88726,3089.25,4010.155425,NA,NA,NA,NA,NA,NA,1553589.948248,1624783.658167,2109131.666667,2960.121571,3095.77,4018.619037,6.234311,6.52,8.463612,446.479928,466.94,606.134814,1129.882793,1181.66,1533.912846,912.762398409971,954.59,1239.153279,1432.88146762423,1498.54367638516,520.119069214258,543.953676385159,706.106267315574,1945.25954631557,835.187299799048,873.46,1133.838426,1377.024627924,1440.1271808083,1869.42909340725,4090.004364,4277.43,4083.770053,4270.91,5544.068271,5552.531883
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2007,0,0,0,0,0,0,0,0,0,474.51427,495,16265.1555,0,0,0,0,0,0,367439.885273,383303,12594914.9467,474.51427,495,16265.1555,0,0,0,0,0,0,18.213679,19,624.3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.727949,514,492.727949,514,16889.4746,16889.4746
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2008,0,0,0,0,0,0,0,0,0,373.004665,407.4,12894.37296,0,0,0,0,0,0,358950.611344,392050,12408539.32,373.004665,407.4,12894.37296,0,0,0,0,0,0,25.452945,27.8,879.88112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.45761,435.2,398.45761,435.2,13774.25408,13774.25408
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2009,0,0,0,0,0,0,0,0,0,380.966549,402.15,13277.14311,0,0,0,0,0,0,298630.78737,315236,10407642.6344,380.966549,402.15,13277.14311,0,0,0,0,0,0,8.715385,9.2,303.74168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.681934,411.35,389.681934,411.35,13580.88479,13580.88479
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2010,0,0,0,0,0,0,0,0,0,306.019464,326.03,10266.35867,0,0,0,0,0,0,355394.521113,378633.68,11922795.94952,306.019464,326.03,10266.35867,0,0,0,0,0,0,51.511665,54.88,1728.11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.531129,380.91,357.531129,380.91,11994.47499,11994.47499
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2011,0,0,0,0,0,0,0,0,0,293.731959,331.84,9754.005408,0,0,0,0,0,0,361237.907777,408104,11995686.5448,293.731959,331.84,9754.005408,0,0,0,0,0,0,43.726973,49.4,1452.04878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.458932,381.24,337.458932,381.24,11206.054188,11206.054188
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2012,0,0,0,0,0,0,0,0,0,218.730296,241.32,7133.202012,0,0,0,0,0,0,443269.652834,489049,14455848.2959,218.730296,241.32,7133.202012,0,0,0,0,0,0,57.265789,63.18,1867.543938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.996085,304.5,275.996085,304.5,9000.74595,9000.74595
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2013,0,0,0,0,0,0,0,0,0,208.997216,231.9,6883.58046,0,0,0,0,0,0,453550.093938,503252,14938230.4168,208.997216,231.9,6883.58046,0,0,0,0,0,0,35.93238,39.87,1183.477158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.929596,271.77,244.929596,271.77,8067.057618,8067.057618
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2014,0,0,0,0,0,0,0,0,0,201.731264,224.74,6810.7457,0,0,0,0,0,0,491233.670698,547262,16584774.91,201.731264,224.74,6810.7457,0,0,0,0,0,0,44.189864,49.23,1491.91515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.921128,273.97,245.921128,273.97,8302.66085,8302.66085
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2015,0,0,0,0,0,0,0,0,0,199.606597,200.48,6364.63856,0,0,0,0,0,0,536986.351779,539336,17122299.992,199.606597,200.48,6364.63856,0,0,0,0,0,0,54.043526,54.28,1723.22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.650123,254.76,253.650123,254.76,8087.86572,8087.86572
"Chinese Taipei","Donor","Non-DAC","Non-EU","2018-04-10",2016,0,0,0,0,0,0,0,0,0,295.8,295.8,9542.68548,0,0,0,0,0,0,547609.01,547609.01,17666195.228006,295.8,295.8,9542.68548,0,0,0,0,0,0,31.74,31.74,1023.951444,8.57,8.57,276.473342,8.57,8.57,0,0,0,276.473342,0,0,0,0,0,0,327.54,327.54,327.54,327.54,10566.636924,10566.636924
"Croatia","Donor","Non-DAC","EU","2018-04-10",2012,0,0,0,0.03,0.03,0.17181,0.03,0.03,0.17181,13.160799,14.52,83.15604,0.86,0.94,5.38338,0.86,0.94,5.38338,49035.7576,54100,309830.7,13.160799,14.52,83.15604,0,0,0,0,0,0,6.199715,6.84,39.17268,0.82,0.9,5.1543,0.82,0.9,0,0,0,5.1543,0,0,0,0,0,0,19.360514,21.36,19.360514,21.36,122.32872,122.32872
"Croatia","Donor","Non-DAC","EU","2018-04-10",2013,3.66,4.03,22.99115,0.16,0.18,1.0269,5.95,6.56,37.4248,21.864047,24.26,138.4033,1.67,1.85,10.55425,6.82,7.51,42.84455,50487.382588,56020,319594.1,21.864047,24.26,138.4033,0,0,0,0,0,0,18.763786,20.82,118.7781,1.67,1.85,10.55425,5.38,5.93,3.71,4.08,23.2764,33.83065,0.06,0.07,0.39935,4.44,4.9,27.9545,40.627833,45.08,40.627833,45.08,257.1814,257.1814
"Croatia","Donor","Non-DAC","EU","2018-04-10",2014,0,0,0,0,0,0,0,0,0,27.027358,30.11,173.07228,0,0,0,0,0,0,51270.296134,57118,328314.264,27.027358,30.11,173.07228,0,0,0,3.276315,3.65,20.9802,37.682115,41.98,241.30104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.709473,72.09,64.709473,72.09,414.37332,414.37332
"Croatia","Donor","Non-DAC","EU","2018-04-10",2015,6.8,6.8,46.64596,0,0,0,10.92,10.92,74.907924,16.129424,16.2,111.12714,0,0,0,9.98,9.98,68.459806,54795.236866,55035,377523.5895,16.129424,16.2,111.12714,0,0,0,1.314249,1.32,9.054804,35.056606,35.21,241.530037,0,0,0,7.1,7.1,7.1,7.1,48.70387,48.70387,0,0,0,8.14,8.14,55.837958,51.18603,51.41,51.18603,51.41,352.657177,352.657177
"Croatia","Donor","Non-DAC","EU","2018-04-10",2016,7.68,7.68,52.682496,0,0,0,12.83,12.83,88.009951,3.47,3.47,23.803159,0,0,0,11.77,11.77,80.738669,54562,54562,374278.9514,3.47,3.47,23.803159,0,0,0,0,0,0,37.16,37.16,254.906452,0,0,0,8.26,8.26,8.26,8.26,56.661122,56.661122,0,0,0,8.66,8.66,59.405002,40.63,40.63,40.63,40.63,278.709611,278.709611
"Croatia","Donor","Non-DAC","EU","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.715781,9.88,65.434252,NA,NA,NA,NA,NA,NA,53944.839753,54856.63,363309.974827,9.715781,9.88,65.434252,0,0,0,0,0,0,38.990964,39.65,262.597985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.706745,49.53,48.706745,49.53,328.032237,328.032237
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2007,4.79,4.96,NA,0.83,0.86,NA,6.6,6.83,NA,20.130908,21,NA,1.6,1.66,NA,7.33,7.57,NA,19697.049001,20547.41,NA,20.130908,21,NA,0,0,NA,0,0,NA,13.305572,13.88,NA,0.82,0.85,NA,5.07,5.23,4.25,4.38,NA,NA,0.44,0.45,NA,5.09,5.25,NA,33.43648,34.88,33.43648,34.88,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2008,5.36,5.8,NA,1.18,1.28,NA,7.36,7.96,NA,19.913725,21.75,NA,1.89,2.07,NA,8.04,8.71,NA,20771.5531,22686.93,NA,19.913725,21.75,NA,0,0,NA,0,0,NA,14.365349,15.69,NA,1.34,1.46,NA,6.11,6.59,4.77,5.13,NA,NA,1.02,1.1,NA,6.26,6.75,NA,34.279074,37.44,34.279074,37.44,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2009,6.81,7.16,NA,1.13,1.19,NA,9.95,10.47,NA,22.015821,23.24,NA,2.9,3.06,NA,11.48,12.05,NA,21954.681151,23175.46,NA,22.015821,23.24,NA,0,0,NA,0,0,NA,21.087443,22.26,NA,1.44,1.52,NA,8.1,8.51,6.66,6.99,NA,NA,0.91,0.96,NA,8.71,9.16,NA,43.103264,45.5,43.103264,45.5,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2010,8.17,8.71,NA,1.33,1.42,NA,10.24,10.91,NA,28.543545,30.41,NA,2.57,2.74,NA,12.09,12.86,NA,21156.079266,22539.47,NA,28.543545,30.41,NA,0,0,NA,0,0,NA,19.485827,20.76,NA,2.34,2.5,NA,9.73,10.36,7.39,7.86,NA,NA,1.09,1.16,NA,9.19,9.78,NA,48.029372,51.17,48.029372,51.17,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2011,4.93,5.55,NA,1.31,1.48,NA,7.51,8.45,NA,15.986015,18.06,NA,1.33,1.5,NA,6.66,7.49,NA,21114.520527,23853.865,NA,15.986015,18.06,NA,0,0,NA,0,0,NA,17.304905,19.55,NA,1.12,1.27,NA,5.22,5.87,4.1,4.6,NA,NA,1.17,1.32,NA,5.95,6.68,NA,33.29092,37.61,33.29092,37.61,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2012,3.54,3.9,NA,0.04,0.04,NA,5.77,6.37,NA,8.411309,9.28,NA,0.41,0.45,NA,5.12,5.61,NA,20020.755993,22088.43,NA,8.411309,9.28,NA,0,0,NA,0,0,NA,14.320979,15.8,NA,0.39,0.43,NA,3.46,3.81,3.07,3.38,NA,NA,0.02,0.02,NA,3.95,4.36,NA,22.732288,25.08,22.732288,25.08,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2013,3.43,3.78,NA,0.03,0.03,NA,5.63,6.19,NA,2.956062,3.28,NA,0.03,0.03,NA,4.84,5.33,NA,18718.535059,20769.79,NA,2.956062,3.28,NA,0,0,NA,0,0,NA,15.420191,17.11,NA,0.02,0.02,NA,3.46,3.81,3.44,3.79,NA,NA,0.03,0.03,NA,4.16,4.57,NA,18.376253,20.39,18.376253,20.39,NA,NA
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2014,0.01,0.01,0.007537,0.01,0.01,0.007537,0.01,0.01,0.007537,0.170548,0.19,0.143203,0.11,0.13,0.097981,0.11,0.13,0.097981,17751.345922,19776,14905.1712,0.170548,0.19,0.143203,0,0,0,0,0,0,16.44441,18.32,13.807784,0.01,0.01,0.007537,0.01,0.01,0,0,0,0.007537,0.01,0.01,0.007537,0.01,0.01,0.007537,16.614958,18.51,16.614958,18.51,13.950987,13.950987
"Cyprus","Donor","Non-DAC","EU","2018-04-10",2015,3.83,3.83,3.452745,0.01,0.01,0.009015,6.12,6.12,5.51718,0.567517,0.57,0.513855,0.52,0.52,0.46878,6.04,6.04,5.44506,20253.54817,20342.17,18338.466255,0.567517,0.57,0.513855,0,0,0,0,0,0,17.59302,17.67,15.929505,0.01,0.01,0.009015,3.96,3.96,3.95,3.95,3.560925,3.56994,0.01,0.01,0.009015,4.56,4.56,4.11084,18.160537,18.24,18.160537,18.24,16.44336,16.44336
"Czech Republic","Donor","DAC","EU","2018-04-10",2007,33.15,35.78,725.933264,6.36,6.84,138.775392,45.94,49.61,1006.527368,64.455603,69.62,1412.506256,19.54,21.07,427.485016,59.44,64.18,1302.135184,150971.372417,163067.7,3308447.95176,74.945146,80.95,1642.37836,10.489543,11.33,229.872104,8.60087,9.29,188.482952,90.665573,97.93,1986.882184,16.3,17.59,356.879992,46.4,50.1,30.1,32.51,659.588888,1016.46888,6.17,6.64,134.717632,38.53,41.61,844.216968,165.610719,178.88,155.121176,167.55,3399.38844,3629.260544
"Czech Republic","Donor","DAC","EU","2018-04-10",2008,36.78,47.42,822.59474,7.62,9.8,170.0006,51.41,66.24,1149.06528,89.921431,115.94,2011.21118,46.68,60.15,1043.42205,90.66,116.86,2027.17042,155629.387543,200660.41,3480856.13227,90.852134,117.14,2032.02758,0.930703,1.2,20.8164,7.011297,9.04,156.81688,102.431632,132.07,2291.01829,40.62,52.38,908.63586,75.01,96.71,34.39,44.33,768.99251,1677.62837,7.33,9.44,163.75568,44.68,57.58,998.84026,193.283766,249.21,192.353063,248.01,4302.22947,4323.04587
"Czech Republic","Donor","DAC","EU","2018-04-10",2009,30.89,37.35,709.257825,8.27,10.01,190.084895,46.37,56.09,1065.121055,81.05351,97.95,1860.021525,36.43,44.07,836.867265,71.47,86.43,1641.262485,148643.26521,179629.58,3411075.90941,83.593931,101.02,1918.31929,2.540421,3.07,58.297765,13.066206,15.79,299.844205,94.070066,113.68,2158.72636,32.44,39.21,744.578295,59.61,72.04,27.17,32.83,623.425285,1368.00358,7.91,9.58,181.91941,41.07,49.68,943.39836,177.663997,214.7,175.123576,211.63,4018.747885,4077.04565
"Czech Republic","Donor","DAC","EU","2018-04-10",2010,40.69,48.16,918.86872,6.9,8.14,155.30713,55.26,65.43,1248.371685,66.933854,79.36,1514.14912,24.97,29.59,564.562405,74.8,88.57,1689.871315,151580.964386,179721.69,3428999.984355,66.933854,79.36,1514.14912,0,0,0,11.419914,13.54,258.33643,124.994924,148.2,2827.5819,20.66,24.46,466.68457,59.72,70.72,39.06,46.26,882.61767,1349.30224,6.44,7.59,144.813405,48.62,57.56,1098.21602,191.928778,227.56,191.928778,227.56,4341.73102,4341.73102
"Czech Republic","Donor","DAC","EU","2018-04-10",2011,35.81,45.85,810.27037,7.63,9.73,171.950506,56.29,72.05,1273.28201,60.106617,76.96,1360.052512,20.79,26.59,469.903798,62.83,80.42,1421.198324,156931.917416,200934.29,3550950.959738,60.106617,76.96,1360.052512,0,0,0,9.15345,11.72,207.118184,135.513242,173.51,3066.303422,16.6,21.22,375.004084,49.2,62.96,32.6,41.74,737.637628,1112.641712,6.34,8.07,142.614654,44.44,56.87,1005.018014,195.619859,250.47,195.619859,250.47,4426.355934,4426.355934
"Czech Republic","Donor","DAC","EU","2018-04-10",2012,43.12,50.64,989.419512071475,7.34,8.61,168.224763012152,62.06,72.87,1423.75592110285,56.541368,66.4353,1298.032822,23.24,27.3,533.395590038532,71.34,83.8,1637.30954011828,155114.36173,182257.16,3560995.069228,56.541368,66.4353,1298.032822,0,0,0,8.105741,9.52413,186.085309,130.383712,153.199,2993.248022,18.17,21.33,416.751939030106,49.85,58.54,31.68,37.21,727.02014305252,1143.77208208263,6.03,7.07,138.135781009979,47.08,55.28,1080.07722407802,186.92508,219.6343,186.92508,219.6343,4291.280844,4291.280844
"Czech Republic","Donor","DAC","EU","2018-04-10",2013,38.15,45.42,888.347069795389,6.16,7.33,143.363804966979,54.69,65.11,1273.45393470669,47.907987,57.0377,1115.571855,13.69,16.32,319.19471992648,60.47,72.02,1408.60316967556,155694.661186,185365.03,3625461.939255,47.907987,57.0377,1115.571855,0,0,0,7.505932,8.93632,174.781015,129.21987,153.845,3008.977432,10.17,12.11,236.853434945446,43.84,52.18,33.67,40.07,783.70909481949,1020.56252976494,5.6,6.66,130.259609969998,43.56,51.86,1014.30380976638,177.127857,210.8827,177.127857,210.8827,4124.549287,4124.549287
