"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant_Prices","Africa_Fragile_ODA_Current_Prices","Africa_ODA_Bilateral_Constant_Prices","Africa_ODA_Bilateral_Current_Prices","Africa_ODA_Constant_Prices","Africa_ODA_Current_Prices","Bilat_ODA_Ex_Debt_Relief_Constant_Prices","Bilat_ODA_Ex_Debt_Relief_Current_Prices","Fragile_State_ODA_Bilateral_Constant_Prices","Fragile_State_ODA_Bilateral_Current_Prices","Fragile_State_ODA_Constant_Prices","Fragile_State_ODA_Current_Prices","GNI_Constant_Prices","GNI_Current_Prices","IA_Bilateral_ODA_Constant_Prices","IA_Bilateral_ODA_Current_Prices","IA6_Debt_Relief_Constant_Prices","IA6_Debt_Relief_Current_Prices","IA82_In_Donor_Refugee_Cost_Constant_Prices","IA82_In_Donor_Refugee_Cost_Current_Prices","IB_Multilateral_ODA_Constant_Prices","IB_Multilateral_ODA_Current_Prices","LDC_ODA_Bilateral_Constant_Prices","LDC_ODA_Bilateral_Current_Prices","LDC_ODA_Constant_Prices","LDC_ODA_Current_Prices","LDC_ODA_Imputed_Multilateral_Constant_Prices","LDC_ODA_Imputed_Multilateral_Current_Prices","SSA_ODA_Bilateral_Constant_Prices","SSA_ODA_Bilateral_Current_Prices","SSA_ODA_Constant_Prices","SSA_ODA_Current_Prices","Total_ODA_ONE_Constant_Prices","Total_ODA_ONE_Current_Prices"
"France","Donor","DAC","EU","2018-01-02",2016,2015,2297.03714292268,NA,1993.27270960877,NA,3727.22382204868,NA,5022.05049178535,NA,1215.69820646286,NA,3007.24187058366,NA,2460480.46138409,NA,5161.30337738735,NA,139.252885601998,NA,363.618656007805,NA,3884.68015708726,NA,960.949988289348,NA,2250.11247309962,NA,1289.16248481028,NA,1517.61127191214,NA,3036.24329799829,NA,8906.73064887261,NA
"France","Donor","DAC","EU","2018-01-02",2016,2016,2329.8,NA,2205.76,NA,3903.28,NA,5554.24,NA,1381.13,NA,3026.7,NA,2503949.61,NA,5641.5,NA,87.26,NA,466.57,NA,3980.17,NA,883.98,NA,2100.92,NA,1216.94,NA,1450.75,NA,2772.47,NA,9534.41,NA
"France","Donor","DAC","EU","2018-01-02",NA,2007,NA,2457.78,NA,2811.69,NA,4702.87,NA,4760.92,NA,1274.44,NA,3246.56,NA,2603832.99,NA,6258.49,NA,1497.57,NA,377.37,NA,3625.1,NA,1177.13,NA,2736.4,NA,1559.27,NA,2173.72,NA,3847.83,NA,8386.02
"France","Donor","DAC","EU","2018-01-02",NA,2008,NA,2530.96,NA,2661.99,NA,4849.38,NA,5695.11,NA,1142.97,NA,3351.83,NA,2831457.16,NA,6668.86,NA,973.75,NA,371.68,NA,4238.69,NA,1077.66,NA,2930.82,NA,1853.16,NA,2024.97,NA,4013.38,NA,9933.8
"France","Donor","DAC","EU","2018-01-02",NA,2009,NA,2982.99,NA,2628.98,NA,5560.5,NA,5781.5,NA,1093.99,NA,3905.6,NA,2677753.95,NA,7186.75,NA,1405.25,NA,378.7,NA,5414.8,NA,1023.94,NA,3189.84,NA,2165.9,NA,1937.44,NA,4627.88,NA,11196.3
"France","Donor","DAC","EU","2018-01-02",NA,2010,NA,2873.94,NA,2714.2,NA,5250.99,NA,6578.82,NA,1261.46,NA,3928.13,NA,2606748.45,NA,8055.54,NA,1476.72,NA,434.64,NA,4859.56,NA,1069.36,NA,3274.08,NA,2204.72,NA,2061.45,NA,4404.86,NA,11438.38
"France","Donor","DAC","EU","2018-01-02",NA,2011,NA,2878.24,NA,3391.1,NA,5455.12,NA,7243.85,NA,1736.22,NA,3626.87,NA,2828439.93,NA,8494.72,NA,1250.87,NA,545.47,NA,4502.52,NA,1003.55,NA,2455.92,NA,1452.37,NA,2275.08,NA,4074.75,NA,11746.37
"France","Donor","DAC","EU","2018-01-02",NA,2012,NA,2265.66,NA,2654.66,NA,4601.32,NA,6454.59,NA,1165.44,NA,2997.47,NA,2657069.41,NA,7929.17,NA,1474.58,NA,506.94,NA,4099.1,NA,1221.99,NA,2482.01,NA,1260.02,NA,1612.88,NA,3249.92,NA,10553.69
"France","Donor","DAC","EU","2018-01-02",NA,2013,NA,2658.21,NA,3056.65,NA,5055.85,NA,6104.65,NA,1439.5,NA,3499.3,NA,2793907.04,NA,6800.78,NA,696.13,NA,452.82,NA,4538.16,NA,1035.71,NA,2580.18,NA,1544.47,NA,2067.91,NA,3804.09,NA,10642.81
"France","Donor","DAC","EU","2018-01-02",NA,2014,NA,2494.07,NA,2687.71,NA,4503.52,NA,6483.66,NA,1507.61,NA,3315.97,NA,2885067.47,NA,6513.68,NA,30.02,NA,485.11,NA,4106.64,NA,1249.41,NA,2547.98,NA,1298.57,NA,1888.88,NA,3417.25,NA,10590.3
"France","Donor","DAC","EU","2018-01-02",NA,2015,NA,2295.34,NA,1991.8,NA,3724.47,NA,5018.34,NA,1214.8,NA,3005.02,NA,2458662.56,NA,5157.49,NA,139.15,NA,363.35,NA,3881.81,NA,960.24,NA,2248.45,NA,1288.21,NA,1516.49,NA,3034,NA,8900.15
"France","Donor","DAC","EU","2018-01-02",NA,2016,NA,2329.8,NA,2205.76,NA,3903.28,NA,5554.24,NA,1381.13,NA,3026.7,NA,2503949.61,NA,5641.5,NA,87.26,NA,466.57,NA,3980.17,NA,883.98,NA,2100.92,NA,1216.94,NA,1450.75,NA,2772.47,NA,9534.41
"France","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,2140.76081829518,NA,4045.49683234366,NA,6315.41275102594,NA,NA,NA,NA,NA,2549162.20934309,NA,6361.82707201386,NA,46.4143209879186,NA,551.007076432467,NA,4694.93992921378,NA,846.66727417207,NA,2376.27131704823,NA,1529.60404287616,NA,1456.66043316822,NA,2980.89148136732,NA,11010.3526802397,NA
"France","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,2200.06,NA,4157.55729687442,NA,6490.35,NA,NA,NA,NA,NA,2619774.13,NA,6538.05,NA,47.7,NA,566.27,NA,4824.99,NA,870.12,NA,2442.09415134403,NA,1571.97415134403,NA,1497.01,NA,3063.46232444577,NA,11315.34
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2007,NA,17045.15,NA,14307.08,NA,23964.47,NA,42248.52,NA,19106.7,NA,29690.42,NA,30675954.41,NA,48911.63,NA,6663.11,NA,1050.38,NA,20645.56,NA,11885.25,NA,20317.07,NA,8431.82,NA,12103.5,NA,20775.29,NA,62894.08
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2008,NA,19968.7,NA,17409.42,NA,28576.66,NA,51492.98,NA,21842.6,NA,33677.8,NA,32314440.49,NA,58537.44,NA,7044.46,NA,1184.48,NA,23543.69,NA,14946.18,NA,24771.87,NA,9825.69,NA,15190.26,NA,25421.66,NA,75036.67
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2009,NA,20209.83,NA,17948.84,NA,29090.48,NA,55967.38,NA,23616.66,NA,35202.41,NA,30896561.05,NA,57040.31,NA,1072.93,NA,1419.89,NA,24518.48,NA,16499.42,NA,25488.59,NA,8989.17,NA,15811.18,NA,25936.37,NA,80485.86
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2010,NA,22239.53,NA,18396.3,NA,30782.65,NA,59785.82,NA,25865.9,NA,39503.98,NA,32082730.73,NA,62045.88,NA,2260.06,NA,1579.58,NA,25832.16,NA,18711.29,NA,29675.86,NA,10964.57,NA,16680.72,NA,28221.51,NA,85617.98
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2011,NA,22343.19,NA,20632.38,NA,32149.96,NA,62515.79,NA,27384.42,NA,38922.16,NA,34121137.35,NA,66009.48,NA,3493.69,NA,2258.11,NA,26749.95,NA,19117.7,NA,28462.31,NA,9344.61,NA,18076.26,NA,28417.77,NA,89265.74
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2012,NA,23706.9,NA,20630.62,NA,32713.65,NA,59287.54,NA,25627.33,NA,38298.75,NA,35035739.46,NA,61659.89,NA,2372.35,NA,1973.34,NA,26843.6,NA,19598.93,NA,28626.35,NA,9027.42,NA,18291.96,NA,29045.17,NA,86131.14
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2013,NA,25408.65,NA,22245.43,NA,34539.9,NA,62779.55,NA,28756.87,NA,42395.68,NA,35228610.42,NA,66034.97,NA,3255.42,NA,2234.03,NA,28516.64,NA,19785.06,NA,30408.01,NA,10622.95,NA,19603,NA,30781.87,NA,91296.19
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2014,NA,25040.32,NA,22438.88,NA,35825.86,NA,67082.61,NA,26309.67,NA,40752.88,NA,36100907.22,NA,67624.77,NA,542.16,NA,3180.97,NA,29695.46,NA,19013.77,NA,29398.66,NA,10384.89,NA,19534.98,NA,31183.5,NA,96778.07
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2015,NA,23429.44,NA,21670.88,NA,32796.01,NA,68301.35,NA,26499.85,NA,38229.45,NA,34911289.79,NA,68601.78,NA,300.43,NA,6165.14,NA,25391.36,NA,19258.9,NA,27790.34,NA,8531.44,NA,19165.96,NA,28990.71,NA,93692.71
"G7 Countries, Total","Group","Group","Group","2018-01-02",NA,2016,NA,25241.58,NA,22100.26,NA,35209.61,NA,77209.84,NA,28542.18,NA,42028.11,NA,35576055.51,NA,77459.16,NA,249.32,NA,11383.4,NA,28797.3,NA,19068.08,NA,29354.68,NA,10286.6,NA,19174.23,NA,30292.44,NA,106007.14
"Germany","Donor","DAC","EU","2018-01-02",2016,2007,2420.11685964873,NA,1528.66716246519,NA,3449.37760462513,NA,4709.8622242648,NA,1502.41262213097,NA,3559.19607070963,NA,3080926.0019597,NA,7310.63423097684,NA,2600.77200671204,NA,12.9847323824586,NA,3991.87641300925,NA,1087.07590962832,NA,2713.55158032286,NA,1626.47567069453,NA,1135.99855571521,NA,2812.7670744265,NA,8701.73863727404,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2008,2577.81284236753,NA,1690.17766162993,NA,3733.19876840197,NA,5624.7391163507,NA,1757.78615298293,NA,3857.8213594275,NA,3161016.8971459,NA,7844.24686230948,NA,2219.50774595878,NA,63.5144167902066,NA,4256.95467933031,NA,1274.98829878002,NA,2993.44363820412,NA,1718.4553394241,NA,1315.73862233525,NA,3161.88927259417,NA,9881.69379568101,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2009,2484.36780378794,NA,1761.5369011017,NA,3750.58175403494,NA,6177.24220064143,NA,1930.13929719047,NA,3905.11412731168,NA,2998453.20494988,NA,6252.2353341267,NA,74.9931334852667,NA,61.328383716041,NA,4389.83830706878,NA,1425.08979330855,NA,2966.14053855942,NA,1541.05074525087,NA,1335.95615474294,NA,3098.89389092737,NA,10567.0805077102,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2010,2706.64194069393,NA,1686.93827946932,NA,3759.54414420557,NA,7265.48856798865,NA,2193.09882934824,NA,4351.68441368248,NA,3087240.79532491,NA,7387.6455968914,NA,122.157028902756,NA,74.6622436757191,NA,4550.73776152425,NA,1622.508652123,NA,3349.01672555616,NA,1726.50807343315,NA,1354.99882522577,NA,3224.30384100239,NA,11816.2263295129,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2011,2565.81428617101,NA,2014.42873068775,NA,4013.530606447,NA,7329.92757736141,NA,2239.47097484429,NA,4115.34285758597,NA,3156807.48456506,NA,7569.21365956343,NA,239.286082202021,NA,74.5808746323049,NA,4641.09990154943,NA,1573.0170415739,NA,3072.96076801666,NA,1499.94372644276,NA,1529.26315949988,NA,3263.88364829053,NA,11971.0274789108,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2012,2616.9181508905,NA,2084.54924346855,NA,3976.94980077728,NA,7421.07838410081,NA,2388.38158421367,NA,4163.92922943088,NA,3212881.95032172,NA,7923.76098412989,NA,502.682600029079,NA,70.0988241111487,NA,4020.45464118231,NA,1719.10119941267,NA,2948.28601867322,NA,1229.18481926056,NA,1619.38068362747,NA,3177.01643250653,NA,11441.5330252831,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2013,2402.01454387858,NA,1987.63173851005,NA,3802.77267958205,NA,8168.08165151008,NA,2378.38710815594,NA,4182.51184496111,NA,3273983.82351469,NA,8282.85349803222,NA,114.771846522137,NA,121.633968989061,NA,4186.6308712184,NA,1561.99610396205,NA,2947.20710651569,NA,1385.21100255364,NA,1333.46025776796,NA,2878.28790973422,NA,12354.7125227285,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2014,2482.2828390207,NA,2567.18719368363,NA,4464.09090719161,NA,9584.45672219136,NA,2349.40817012506,NA,4239.80728822254,NA,3408453.78573268,NA,9984.63149334698,NA,400.174771155626,NA,147.63277742304,NA,4287.7431410226,NA,1575.77485346676,NA,2933.23653116905,NA,1357.46167770229,NA,1518.517183138,NA,3099.19417539758,NA,13872.199863214,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2015,2183.80780010241,NA,3065.2409978946,NA,4524.9887690534,NA,14213.2378555632,NA,2521.42567806616,NA,3900.34518346829,NA,3464163.22100952,NA,14257.303959204,NA,44.0661036408694,NA,3049.4309446626,NA,3866.3813502632,NA,1619.03026911974,NA,2622.16551885175,NA,1003.13524973201,NA,1891.62993455881,NA,3078.49517670634,NA,18079.6192058264,NA
"Germany","Donor","DAC","EU","2018-01-02",2016,2016,2838.94,NA,3495.62,NA,5538.4,NA,19630.08,NA,3784.14,NA,5776.62,NA,3537225.48,NA,19636.34,NA,6.26,NA,6585.08,NA,5099.34,NA,2090.37,NA,3579.13,NA,1488.76,NA,2276.72,NA,3860,NA,24729.42,NA
"Germany","Donor","DAC","EU","2018-01-02",NA,2007,NA,2631.71,NA,1662.32,NA,3750.96,NA,5121.65,NA,1633.77,NA,3870.38,NA,3350294.32,NA,7949.81,NA,2828.16,NA,14.12,NA,4340.89,NA,1182.12,NA,2950.8,NA,1768.68,NA,1235.32,NA,3058.69,NA,9462.54
"Germany","Donor","DAC","EU","2018-01-02",NA,2008,NA,2978.22,NA,1952.71,NA,4313.07,NA,6498.42,NA,2030.82,NA,4457.05,NA,3652012.12,NA,9062.68,NA,2564.26,NA,73.38,NA,4918.18,NA,1473.03,NA,3458.41,NA,1985.38,NA,1520.11,NA,3653.02,NA,11416.6
"Germany","Donor","DAC","EU","2018-01-02",NA,2009,NA,2819.85,NA,1999.41,NA,4257.05,NA,7011.4,NA,2190.78,NA,4432.45,NA,3403356.08,NA,7096.52,NA,85.12,NA,69.61,NA,4982.63,NA,1617.53,NA,3366.68,NA,1749.15,NA,1516.36,NA,3517.36,NA,11994.03
"Germany","Donor","DAC","EU","2018-01-02",NA,2010,NA,2944.01,NA,1834.88,NA,4089.25,NA,7902.66,NA,2385.43,NA,4733.32,NA,3357986.75,NA,8035.53,NA,132.87,NA,81.21,NA,4949.83,NA,1764.8,NA,3642.72,NA,1877.92,NA,1473.83,NA,3507.07,NA,12852.49
"Germany","Donor","DAC","EU","2018-01-02",NA,2011,NA,2961.42,NA,2325.02,NA,4632.35,NA,8460.08,NA,2584.76,NA,4749.86,NA,3643534.48,NA,8736.26,NA,276.18,NA,86.08,NA,5356.68,NA,1815.55,NA,3546.76,NA,1731.21,NA,1765.05,NA,3767.12,NA,13816.76
"Germany","Donor","DAC","EU","2018-01-02",NA,2012,NA,2834.98,NA,2258.25,NA,4308.34,NA,8039.46,NA,2587.4,NA,4510.9,NA,3480604.11,NA,8584.03,NA,544.57,NA,75.94,NA,4355.47,NA,1862.35,NA,3193.96,NA,1331.61,NA,1754.32,NA,3441.75,NA,12394.93
"Germany","Donor","DAC","EU","2018-01-02",NA,2013,NA,2740.81,NA,2267.98,NA,4339.14,NA,9320.16,NA,2713.85,NA,4772.44,NA,3735767.39,NA,9451.12,NA,130.96,NA,138.79,NA,4777.14,NA,1782.31,NA,3362.9,NA,1580.59,NA,1521.54,NA,3284.26,NA,14097.3
"Germany","Donor","DAC","EU","2018-01-02",NA,2014,NA,2881.23,NA,2979.78,NA,5181.55,NA,11124.85,NA,2727,NA,4921.22,NA,3956253.15,NA,11589.34,NA,464.49,NA,171.36,NA,4976.86,NA,1829.03,NA,3404.66,NA,1575.63,NA,1762.57,NA,3597.29,NA,16101.71
"Germany","Donor","DAC","EU","2018-01-02",NA,2015,NA,2161.7,NA,3034.21,NA,4479.18,NA,14069.35,NA,2495.9,NA,3860.86,NA,3429093.73,NA,14112.97,NA,43.62,NA,3018.56,NA,3827.24,NA,1602.64,NA,2595.62,NA,992.98,NA,1872.48,NA,3047.33,NA,17896.59
"Germany","Donor","DAC","EU","2018-01-02",NA,2016,NA,2838.94,NA,3495.62,NA,5538.4,NA,19630.08,NA,3784.14,NA,5776.62,NA,3537225.48,NA,19636.34,NA,6.26,NA,6585.08,NA,5099.34,NA,2090.37,NA,3579.13,NA,1488.76,NA,2276.72,NA,3860,NA,24729.42
"Germany","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,0,NA,2151.73222812661,NA,18775.6234293198,NA,NA,NA,NA,NA,3619371.11282759,NA,18782.9753411178,NA,7.35191179800316,NA,5877.56848723672,NA,5061.22611281981,NA,0,NA,1679.78519896867,NA,1679.78519896867,NA,0,NA,1738.23750886478,NA,23836.8495421396,NA
"Germany","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,0,NA,2227.26859433909,NA,19434.74,NA,NA,NA,NA,NA,3746428.81,NA,19442.35,NA,7.61,NA,6083.9,NA,5238.9,NA,0,NA,1738.7539071978,NA,1738.7539071978,NA,0,NA,1799.2581801721,NA,24673.64
"Greece","Donor","DAC","EU","2018-01-02",2016,2007,80.3709479417781,NA,24.3782292786098,NA,114.810946380191,NA,204.67691893318,NA,39.43392141732,NA,130.096621813983,NA,253316.693822903,NA,204.67691893318,NA,0,NA,3.79472436884021,NA,206.681059076031,NA,22.3248070010989,NA,90.3587938995912,NA,68.0339868984923,NA,13.8482798395338,NA,87.4347205764157,NA,411.357978009211,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2008,107.520321038107,NA,33.0808769842092,NA,146.734757192153,NA,233.217194402904,NA,45.0715742650709,NA,163.68609185276,NA,249227.330299938,NA,233.217194402904,NA,0,NA,21.8447344855076,NA,292.102350769105,NA,19.3793574744893,NA,114.946335428871,NA,95.5669779543821,NA,18.5650359769105,NA,119.361601530422,NA,525.319545172009,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2009,78.3541387989929,NA,35.0051226677573,NA,130.190388335665,NA,224.017696658704,NA,50.8026931130771,NA,135.961707051362,NA,242618.604069943,NA,224.017696658704,NA,0,NA,18.7473555666761,NA,234.119390463041,NA,21.8253922150478,NA,87.9805475326262,NA,66.1551553175784,NA,18.0080232344691,NA,99.7193343582793,NA,458.137087121745,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2010,80.6636994695263,NA,25.3541497258191,NA,122.728896917055,NA,166.889869326383,NA,23.5104980676955,NA,123.453751415121,NA,233603.302764853,NA,166.889869326383,NA,0,NA,27.229316796902,NA,233.135267366994,NA,4.62488685178862,NA,83.2715998919147,NA,78.6467130401261,NA,12.7873788082674,NA,96.7917120514876,NA,400.025136693376,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2011,52.768480417946,NA,13.6854052502025,NA,85.4034810771611,NA,114.591070076505,NA,19.7611890827189,NA,79.4393844474483,NA,215591.088251736,NA,114.591070076505,NA,0,NA,18.9123663414114,NA,201.684750822761,NA,3.81970233588349,NA,49.6784678070461,NA,45.8587654711626,NA,5.54713107257934,NA,59.38780863744,NA,316.275820899265,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2012,48.7657712340271,NA,7.50242634369648,NA,77.9185184273133,NA,86.7548891101368,NA,13.6062322590961,NA,70.5939513288337,NA,202325.805524319,NA,86.7548891101368,NA,0,NA,16.1690222924493,NA,177.940090328405,NA,3.24188896963609,NA,40.4872318202931,NA,37.245342850657,NA,4.7536925539801,NA,52.8727028963093,NA,264.694979438542,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2013,35.9728823139701,NA,1.81146867267318,NA,58.624256070494,NA,34.9549331041051,NA,3.51072247181794,NA,51.87533296257,NA,193558.09678605,NA,34.9549331041051,NA,0,NA,17.1207835611943,NA,156.659978793793,NA,1.16222547583014,NA,35.7724986112407,NA,34.6102731354106,NA,1.16222547583014,NA,42.7137900737849,NA,191.614911897899,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2014,40.5086454420429,NA,2.67987811718234,NA,64.3987784135099,NA,37.6653601225933,NA,4.69795706518246,NA,58.8511038965379,NA,191657.112928413,NA,37.6653601225933,NA,0,NA,17.3946966813452,NA,164.502030522406,NA,1.51968698108511,NA,40.5168158021562,NA,38.9971288210711,NA,1.61773130244544,NA,46.8488448900109,NA,202.167390645,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2015,36.7005565747522,NA,2.21170962409053,NA,60.3974454042935,NA,70.9721820444763,NA,3.5150385097153,NA,55.4605935648057,NA,193312.110004749,NA,70.9721820444763,NA,0,NA,58.6794209641518,NA,164.71312477267,NA,1.13547592308219,NA,37.6188110168969,NA,36.4833350938147,NA,1.27370777458785,NA,43.4739172985294,NA,235.685306817147,NA
"Greece","Donor","DAC","EU","2018-01-02",2016,2016,43.89,NA,0.81,NA,74.54,NA,159.15,NA,0.61,NA,67.35,NA,194833.57,NA,159.15,NA,0,NA,146.61,NA,209.38,NA,0.15,NA,47.18,NA,47.03,NA,0.2,NA,49.41,NA,368.53,NA
"Greece","Donor","DAC","EU","2018-01-02",NA,2007,NA,97.85,NA,29.68,NA,139.78,NA,249.19,NA,48.01,NA,158.39,NA,308407.94,NA,249.19,NA,0,NA,4.62,NA,251.63,NA,27.18,NA,110.01,NA,82.83,NA,16.86,NA,106.45,NA,500.82
"Greece","Donor","DAC","EU","2018-01-02",NA,2008,NA,143.92,NA,44.28,NA,196.41,NA,312.17,NA,60.33,NA,219.1,NA,333600.17,NA,312.17,NA,0,NA,29.24,NA,390.99,NA,25.94,NA,153.86,NA,127.92,NA,24.85,NA,159.77,NA,703.16
"Greece","Donor","DAC","EU","2018-01-02",NA,2009,NA,103.86,NA,46.4,NA,172.57,NA,296.94,NA,67.34,NA,180.22,NA,321595.88,NA,296.94,NA,0,NA,24.85,NA,310.33,NA,28.93,NA,116.62,NA,87.69,NA,23.87,NA,132.18,NA,607.27
"Greece","Donor","DAC","EU","2018-01-02",NA,2010,NA,102.38,NA,32.18,NA,155.77,NA,211.82,NA,29.84,NA,156.69,NA,296494.04,NA,211.82,NA,0,NA,34.56,NA,295.9,NA,5.87,NA,105.69,NA,99.82,NA,16.23,NA,122.85,NA,507.72
"Greece","Donor","DAC","EU","2018-01-02",NA,2011,NA,70.87,NA,18.38,NA,114.7,NA,153.9,NA,26.54,NA,106.69,NA,289546.72,NA,153.9,NA,0,NA,25.4,NA,270.87,NA,5.13,NA,66.72,NA,61.59,NA,7.45,NA,79.76,NA,424.77
"Greece","Donor","DAC","EU","2018-01-02",NA,2012,NA,60.32,NA,9.28,NA,96.38,NA,107.31,NA,16.83,NA,87.32,NA,250263.5,NA,107.31,NA,0,NA,20,NA,220.1,NA,4.01,NA,50.08,NA,46.07,NA,5.88,NA,65.4,NA,327.41
"Greece","Donor","DAC","EU","2018-01-02",NA,2013,NA,44.88,NA,2.26,NA,73.14,NA,43.61,NA,4.38,NA,64.72,NA,241484.33,NA,43.61,NA,0,NA,21.36,NA,195.45,NA,1.45,NA,44.63,NA,43.18,NA,1.45,NA,53.29,NA,239.06
"Greece","Donor","DAC","EU","2018-01-02",NA,2014,NA,49.58,NA,3.28,NA,78.82,NA,46.1,NA,5.75,NA,72.03,NA,234576.09,NA,46.1,NA,0,NA,21.29,NA,201.34,NA,1.86,NA,49.59,NA,47.73,NA,1.98,NA,57.34,NA,247.44
"Greece","Donor","DAC","EU","2018-01-02",NA,2015,NA,37.17,NA,2.24,NA,61.17,NA,71.88,NA,3.56,NA,56.17,NA,195784.8,NA,71.88,NA,0,NA,59.43,NA,166.82,NA,1.15,NA,38.1,NA,36.95,NA,1.29,NA,44.03,NA,238.7
"Greece","Donor","DAC","EU","2018-01-02",NA,2016,NA,43.89,NA,0.81,NA,74.54,NA,159.15,NA,0.61,NA,67.35,NA,194833.57,NA,159.15,NA,0,NA,146.61,NA,209.38,NA,0.15,NA,47.18,NA,47.03,NA,0.2,NA,49.41,NA,368.53
"Greece","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,0.88192278765994,NA,87.375915731861,NA,86.2422494910571,NA,NA,NA,NA,NA,198478.261828177,NA,86.2422494910571,NA,0,NA,70.3284427448377,NA,224.135776912731,NA,0.186183699617099,NA,60.0357523802145,NA,59.8495686805974,NA,0.284175120468203,NA,62.9272116920962,NA,310.378026403788,NA
