"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Multilaterals, Total","Group","Group","Group","2018-04-10",2010,NA,13681.15,NA,NA,17681,NA,NA,17725.28,NA,11117.440942,12473.06,NA,NA,18717.23,NA,NA,18832.44,NA,0,0,NA,11137.513384,12495.58,NA,20.072442,22.52,NA,0,0,NA,223.827334,251.12,NA,NA,14972.73,NA,NA,15010.36,NA,37.63,NA,NA,NA,16226.2,NA,NA,16269.75,NA,11341.268276,12724.18,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2011,NA,13359.82,NA,NA,18296.76,NA,NA,18382.57,NA,14315.872104,17029.81,NA,NA,18077.47,NA,NA,18258.05,NA,0,0,NA,14328.910369,17045.32,NA,13.038265,15.51,NA,0,0,NA,290.195969,345.21,NA,NA,13846.09,NA,NA,13919.85,NA,73.76,NA,NA,NA,16228.36,NA,NA,16313.33,NA,14606.068073,17375.02,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2012,NA,14766.35,NA,NA,19676.93,NA,NA,19764.75,NA,15414.380677,17164.81,NA,NA,19703.14,NA,NA,19865.24,NA,0,0,NA,15421.510973,17172.75,NA,7.130296,7.94,NA,0,0,NA,275.073184,306.31,NA,NA,14565.49,NA,NA,14633.57,NA,68.08,NA,NA,NA,16872.99,NA,NA,16959.89,NA,15689.453861,17471.12,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2013,NA,16350.97,NA,NA,20761.7,NA,NA,20804.97,NA,13503.031451,15722.7,NA,NA,22263.84,NA,NA,22390.79,NA,0,0,NA,13503.031451,15722.7,NA,0,0,NA,15.70643,18.2883,NA,203.064631,236.445,NA,NA,17196.08,NA,NA,17237.91,NA,41.83,NA,NA,NA,18753.45,NA,NA,18795.81,NA,13706.096082,15959.145,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2014,NA,16225.07,NA,NA,20532.43,NA,NA,20549.15,NA,13959.720508,16389.3,NA,NA,23560.42,NA,NA,23581.18,NA,0,0,NA,13959.720508,16389.3,NA,0,0,NA,23.942923,28.11,NA,52.638656,61.8,NA,NA,16815.04,NA,NA,16827.67,NA,12.63,NA,NA,NA,18307.67,NA,NA,18323.82,NA,14012.359164,16451.1,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2015,NA,15251.36,NA,NA,19662.88,NA,NA,19743.14,NA,13609.529689,13545.56,NA,NA,22526.03,NA,NA,22606.53,NA,0,0,NA,13609.529689,13545.56,NA,0,0,NA,0,0,NA,124.625786,124.04,NA,NA,15998.53,NA,NA,16056.37,NA,57.84,NA,NA,NA,17878.07,NA,NA,17957.85,NA,13734.155475,13669.6,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2016,NA,15302.5,NA,NA,19902.8,NA,NA,20101.75,NA,16832.4,16832.4,NA,NA,21905.56,NA,NA,22110.58,NA,0,0,NA,16832.4,16832.4,NA,0,0,NA,0,0,NA,273.98,273.98,NA,NA,16594.4,NA,NA,16751.56,NA,157.16,NA,NA,NA,17159.55,NA,NA,17355.49,NA,17106.38,17106.38,NA
"Multilaterals, Total","Group","Group","Group","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,15625.357172,16097.68,NA,NA,NA,NA,NA,NA,NA,0,0,NA,15625.357172,16097.68,NA,0,0,NA,0,0,NA,341.545765,351.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15966.902937,16449.55,NA
"Netherlands","Donor","DAC","EU","2018-04-10",2007,1267.69293554623,1446.21,1056.456405,1128.39844554294,1287.3,940.37265,1757.96290725183,2005.52,1465.03236,3726.616291,4251.4,3105.6477,1059.67597360123,1208.9,883.10145,1749.83717619444,1996.25,1458.260625,675330.831865,770431.21,562799.998905,4070.614338,4643.84,3392.32512,343.998047,392.44,286.67742,110.297814,125.83,91.918815,1385.327575,1580.41,1154.489505,993.58318808586,1133.5,828.02175,1546.50105608833,1764.28,552.917868002469,630.78,460.78479,1288.80654,1063.42765956948,1213.18,886.22799,1628.34566329748,1857.65,1357.013325,5111.943866,5831.81,4260.137205
"Netherlands","Donor","DAC","EU","2018-04-10",2008,1355.80600428032,1670.14,1157.908062,1203.89539943224,1483.01,1028.170833,1845.01611382769,2272.77,1575.711441,4120.54167,5075.86,3519.093738,1186.20645549145,1461.22,1013.063826,1884.57472962552,2321.5,1609.49595,705433.395768,868983.12,602465.997096,4220.952201,5199.55,3604.848015,100.410531,123.69,85.754277,203.215848,250.33,173.553789,1455.583338,1793.05,1243.121565,1073.20503297847,1322.02,916.556466,1634.65649733497,2013.64,561.451464356493,691.62,479.500146,1396.056612,1140.226566331,1404.58,973.795314,1721.95659056087,2121.18,1470.614094,5576.125008,6868.91,4762.215303
"Netherlands","Donor","DAC","EU","2018-04-10",2009,1074.57151814328,1283.08,921.379748,981.944706170022,1172.48,841.957888,1516.29923701466,1810.52,1300.134412,3981.520801,4754.09,3413.912029,993.418370944286,1186.18,851.795858,1576.29729135249,1882.16,1351.579096,655906.560551,783177.83,562399.999723,4018.236528,4797.93,3445.393533,36.715727,43.84,31.481504,283.089647,338.02,242.732162,1363.565496,1628.15,1169.174515,915.950196373524,1093.68,785.371608,1363.83349452161,1628.47,447.883298148084,534.79,384.032699,1169.404307,924.392133667289,1103.76,792.610056,1421.40281689992,1697.21,1218.766501,5345.086297,6382.24,4583.086544
"Netherlands","Donor","DAC","EU","2018-04-10",2010,940.951755505209,1078.06,813.9353,790.1110950722,905.24,683.4562,1308.35638229997,1499,1131.745,3789.939237,4342.18,3278.3459,853.43414746437,977.79,738.23145,1437.92643230159,1647.45,1243.82475,680949.466982,780172.18,589029.9959,4225.685628,4841.42,3655.2721,435.746391,499.24,376.9262,296.627696,339.85,256.58675,1323.098303,1515.89,1144.49695,762.128502933082,873.18,659.2509,1217.03328137933,1394.37,454.904778446246,521.19,393.49845,1052.74935,757.485103364146,867.86,655.2343,1228.2664679305,1407.24,1062.4662,5113.03754,5858.07,4422.84285
"Netherlands","Donor","DAC","EU","2018-04-10",2011,1006.87782188046,1212.76,872.216992,807.836883015706,973.02,699.795984,1472.84815197909,1774.01,1275.867992,3499.721535,4215.33,3031.665336,791.813315316992,953.72,685.915424,1457.9537061493,1756.07,1262.965544,699144.241026,842102.34,605640.002928,3600.146962,4336.29,3118.659768,100.425427,120.96,86.994432,399.734049,481.47,346.273224,1666.841252,2007.67,1443.916264,677.838425489037,816.44,587.183648,1208.1603997497,1455.2,530.321974260665,638.76,459.396192,1046.57984,767.180193367725,924.05,664.57676,1360.73299228819,1638.97,1178.747224,5166.562787,6223,4475.5816
"Netherlands","Donor","DAC","EU","2018-04-10",2012,898.246865534543,1014.34,789.15652,658.47586043553,743.58,578.50524,1268.42368467876,1432.36,1114.37608,3309.479236,3737.21,2907.54938,674.902777796243,762.13,592.93714,1293.81234886915,1461.03,1136.68134,689126.725857,778192.31,605433.61718,3416.028384,3857.53,3001.15834,106.549148,120.32,93.60896,300.307074,339.12,263.83536,1474.712116,1665.31,1295.61118,588.916056732888,665.03,517.39334,1031.8140863171,1165.17,442.898029584209,500.14,389.10892,906.50226,618.36938672843,698.29,543.26962,1141.34753151098,1288.86,1002.73308,4784.191352,5402.52,4203.16056
"Netherlands","Donor","DAC","EU","2018-04-10",2013,984.398476079258,1163.54,876.378328008661,718.801922806004,849.61,639.926252006324,1437.07084198521,1698.59,1279.37798801264,3033.260441,3585.2553,2700.414292,665.476179000655,786.58,592.452056005855,1397.87392447764,1652.26,1244.4822320123,687624.510282,812758.9,612170.00348,3085.380328,3646.86,2746.814952,52.119887,61.6047,46.40066,315.322408,372.705,280.721406,1513.205757,1788.58,1347.158456,584.764201227685,691.18,520.596776005145,1152.66687502334,1362.43,567.902673795659,671.25,505.585500004996,1026.18227601014,697.278728733212,824.17,620.764844006135,1337.93216739992,1581.41,1191.11801201177,4546.466198,5373.8353,4047.572748
"Netherlands","Donor","DAC","EU","2018-04-10",2014,821.94415923324,972.34,732.852658,639.210065293415,756.17,569.925329,1251.42042220714,1480.4,1115.77748,3350.947839,3964.09,2987.734633,571.972845364777,676.63,509.976031,1166.78639581469,1380.28,1040.317036,741825.322639,877561.36,661417.997032,3404.237182,4027.13,3035.247881,53.289343,63.04,47.513248,790.700915,935.38,704.995906,1306.747001,1545.85,1165.107145,492.588292642896,582.72,439.196064,941.016761686697,1113.2,448.428469043801,530.48,399.822776,839.01884,624.340783189508,738.58,556.667746,1149.18671114139,1359.46,1024.625002,4657.69484,5509.94,4152.841778
"Netherlands","Donor","DAC","EU","2018-04-10",2015,906.25292351068,903.52,814.52328,631.363960103853,629.46,567.45819,1368.6172432277,1364.49,1230.087735,4129.77387,4117.32,3711.76398,579.397247726608,577.65,520.751475,1362.17782432282,1358.07,1224.300105,767060.811595,764747.64,689419.99746,4175.451617,4162.86,3752.81829,45.677747,45.54,41.05431,1329.729974,1325.72,1195.13658,1567.376628,1562.65,1408.728975,466.266086000503,464.86,419.07129,1039.57497348527,1036.44,573.308887484765,571.58,515.27937,934.35066,613.770905961855,611.92,551.64588,1280.31094410219,1276.45,1150.719675,5697.150498,5679.97,5120.492955
"Netherlands","Donor","DAC","EU","2018-04-10",2016,1017.86,1017.86,920.450798,662.68,662.68,599.261524,1490.54,1490.54,1347.895322,3103.15,3103.15,2806.178545,600.81,600.81,543.312483,1494.63,1494.63,1351.593909,765520.29,765520.29,692259.998247,3157.58,3157.58,2855.399594,54.43,54.43,49.221049,433.85,433.85,392.330555,1808.68,1808.68,1635.589324,506.65,506.65,458.163595,1184.71,1184.71,678.06,678.06,613.169658,1071.333253,633.48,633.48,572.855964,1354.05,1354.05,1224.467415,4911.83,4911.83,4441.767869
"Netherlands","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,684.632225995021,703.45,624.030495,1237.08794789052,1271.09049779072,1127.58438059015,3325.09653,3416.49,3030.768279,NA,NA,NA,NA,NA,NA,799388.645661,821360.61,728628.997131,3438.07131,3532.57,3133.742847,112.97478,116.08,102.974568,813.091402,835.44,741.118824,1384.252491,1422.3,1261.72233,510.079962533216,524.1,464.92911,963.309713442374,989.787205731046,453.229750909158,465.687205731046,413.111120204011,878.040230204011,629.254340346977,646.55,573.554505,1085.54831151038,1115.38564902075,989.458609246308,4709.349021,4838.79,4292.490609
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2007,26.0587809348968,23.11,31.450399,11.6480833863039,10.33,14.058097,33.6475128990619,29.84,40.609256,278.606819,247.08,336.251172,69.7080846990619,61.82,84.130838,100.581707459662,89.2,121.39228,135375.930558,120056.95,163385.503255,278.606819,247.08,336.251172,0,0,0,14.546009,12.9,17.55561,81.998899,72.72,98.964648,62.2997683536585,55.25,75.189725,86.4754612677298,76.69,24.1756929140713,21.44,29.177696,104.367421,11.6480833863039,10.33,14.058097,32.035048306379,28.41,38.663169,360.605718,319.8,435.21582
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2008,29.9388540547477,25.97,37.539635,16.4508065984309,14.27,20.627285,39.5995239422635,34.35,49.652925,320.231609,277.78,401.53099,88.5253986470571,76.79,110.999945,118.049235856995,102.4,148.0192,131981.051668,114484.94,165487.98077,320.231609,277.78,401.53099,0,0,0,13.99529,12.14,17.54837,80.905228,70.18,101.44519,84.398286690338,73.21,105.825055,107.397136840212,93.16,22.9988501498736,19.95,28.837725,134.66278,16.2894111587826,14.13,20.424915,36.0718807613806,31.29,45.229695,401.136837,347.96,502.97618
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2009,30.4977177819452,24.12,38.563056,12.3027692379074,9.73,15.556324,38.7922877922918,30.68,49.051184,285.745408,225.99,361.312812,84.121607132372,66.53,106.368164,118.690744949884,93.87,150.079356,140811.819661,111365.09,178050.505892,285.745408,225.99,361.312812,0,0,0,11.999309,9.49,15.172612,105.313222,83.29,133.164052,90.9747427201888,71.95,115.03366,118.007960223422,93.33,27.0332175032333,21.38,34.182344,149.216004,12.3027692379074,9.73,15.556324,37.8186873490041,29.91,47.820108,391.05863,309.28,494.476864
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2010,24.9239856052362,23.38,32.442088,11.4066144557754,10.7,14.84732,32.4288982938959,30.42,42.210792,289.141686,271.23,376.358748,84.7714001423604,79.52,110.341952,109.055762507086,102.3,141.95148,142879.614954,134028.54,185978.002104,289.141686,271.23,376.358748,0,0,0,13.442748,12.61,17.497636,75.68875,71,98.5196,70.0707259979546,65.73,91.206948,88.2253656411185,82.76,18.154639643164,17.03,23.630828,114.837776,11.4066144557754,10.7,14.84732,30.968425228063,29.05,40.30978,364.830436,342.23,474.878348
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2011,29.5515497536191,31.25,39.575,14.4022432879238,15.23,19.287272,38.5068513909558,40.72,51.567808,311.676649,329.59,417.392776,78.413264178243,82.92,105.009888,111.246218016504,117.64,148.979296,145260.704482,153609.44,194530.994816,311.676649,329.59,417.392776,0,0,0,13.068877,13.82,17.501648,89.411169,94.55,119.73812,76.616529953223,81.02,102.603728,104.68340984722,110.7,28.0668798939973,29.68,37.586752,140.19048,13.2107248018579,13.97,17.691608,35.8306630452681,37.89,47.983896,401.087818,424.14,537.130896
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2012,19.6850703020263,21.28,26.278672,6.456851067112,6.98,8.619602,24.7543459249165,26.76,33.045924,334.442684,361.54,446.465746,88.8140789331552,96.01,118.562749,116.482333290937,125.92,155.498608,150244.32891,162417.47,200569.333703,334.442684,361.54,446.465746,0,0,0,17.816469,19.26,23.784174,80.997404,87.56,108.127844,93.0323082835894,100.57,124.193893,116.167816190247,125.58,23.1355079066578,25.01,30.884849,155.078742,5.70756032723224,6.17,7.619333,22.7007342674683,24.54,30.304446,415.440088,449.1,554.59359
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2013,30.3389130074567,34.28,41.831884,3.93839448317334,4.45,5.430335,36.0385221022064,40.72,49.690616,310.239281,350.54,427.763962,76.4137032982441,86.34,105.360702,118.346541638189,133.72,163.178516,154193.896719,174224,212605.5472,310.239281,350.54,427.763962,0,0,0,17.249283,19.49,23.783647,94.494917,106.77,130.291431,77.2367834936039,87.27,106.495581,111.620294880409,126.12,34.3835113868055,38.85,47.408655,153.904236,3.65518409337211,4.13,5.039839,34.3923617114867,38.86,47.420858,404.734198,457.31,558.055393
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2014,23.5839561680529,27.58,33.255964,10.5520674080411,12.34,14.879572,32.2462286837301,37.71,45.470718,349.817282,409.09,493.280722,79.1063011278672,92.51,111.548558,108.581970783878,126.98,153.112484,160617.276447,187832.12,226487.970296,349.817282,409.09,493.280722,0,0,0,16.948296,19.82,23.898956,82.997055,97.06,117.034948,96.9097082133952,113.33,136.653314,119.039976002707,139.21,22.1302677893115,25.88,31.206104,167.859418,10.0561031376469,11.76,14.180208,30.3820871156969,35.53,42.842074,432.814337,506.15,610.31567
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2015,25.5929773251234,25.2,36.14184,8.51068055494182,8.38,12.018596,33.9716306160864,33.45,47.97399,363.643709,358.06,513.529652,83.4310748912256,82.15,117.81953,116.630853810205,114.84,164.703528,169203.84645,166605.74,238945.952308,363.643709,358.06,513.529652,0,0,0,16.919802,16.66,23.893772,84.984934,83.68,120.013856,115.178553906438,113.41,162.652622,140.355137552859,138.2,25.176583646421,24.79,35.553818,198.20644,7.76929668798388,7.65,10.97163,31.7373230718296,31.25,44.81875,448.628643,441.74,633.543508
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2016,22.84,22.84,32.80966,8.38,8.38,12.03787,30.58,30.58,43.92817,360.8,360.8,518.2892,82.11,82.11,117.951015,111.83,111.83,160.643795,176574.71,176574.71,253649.570915,360.8,360.8,518.2892,0,0,0,16.78,16.78,24.10447,86.05,86.05,123.610825,113.34,113.34,162.81291,136.38,136.38,23.04,23.04,33.09696,195.90987,7.65,7.65,10.989225,28.06,28.06,40.30819,446.85,446.85,641.900025
"New Zealand","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,14.9422100071099,15.62,21.983588,49.1201500289741,51.348277335648,72.267565522191,341.508897,357,502.4418,NA,NA,NA,NA,NA,NA,181696.307407,189938.19,267319.008606,341.508897,357,502.4418,0,0,0,16.377121,17.12,24.094688,75.581563,79.01,111.198674,89.2514848696131,93.3,131.31042,120.387557201197,125.848428216972,31.1360723315835,32.5484282169717,45.808657872566,177.119077872566,14.8369831760739,15.51,21.828774,47.6386574413627,49.7995831192316,70.0879332820066,417.09046,436.01,613.640474
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2007,NA,353.48,NA,NA,677.28,NA,NA,731.46,NA,5062.843883,5313.2,NA,NA,1707.58,NA,NA,1765.77,NA,1422711.933204,1505389.02,NA,5062.843883,5313.2,NA,0,0,NA,33.464508,39.81,NA,190.810513,199.65,NA,NA,1378.87,NA,NA,1423.97,NA,45.1,NA,NA,NA,243.48,NA,NA,289.27,NA,5253.654396,5512.85,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2008,NA,789.41,NA,NA,1180.38,NA,NA,1266.82,NA,7247.936245,8021.37,NA,NA,1420.23,NA,NA,1503.45,NA,1552463.887126,1791854.84,NA,7247.936245,8021.37,NA,0,0,NA,82.589479,109.25,NA,277.450683,312.47,NA,NA,682.24,NA,NA,747.94,NA,65.7,NA,NA,NA,348.88,NA,NA,419,NA,7525.386928,8333.84,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2009,NA,317.37,NA,NA,368.6,NA,NA,456.86,NA,5072.34467,5400.46,NA,NA,1185.46,NA,NA,1268.3,NA,1776799.01338,1899168.5,NA,5072.34467,5400.46,NA,0,0,NA,54.203543,64.07,NA,466.914508,495.53,NA,NA,470.84,NA,NA,534.75,NA,63.91,NA,NA,NA,175.54,NA,NA,253.12,NA,5539.259178,5895.99,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2010,NA,314.37,NA,NA,335.39,NA,NA,420.16,NA,4723.003518,5244.33,NA,NA,837.2,NA,NA,926.9,NA,3081770.385681,3702697.84,NA,4723.003518,5244.33,NA,0,0,NA,51.236931,66.6,NA,1056.553789,1168.92,NA,NA,432.03,NA,NA,502.37,NA,70.34,NA,NA,NA,214.53,NA,NA,288.83,NA,5779.557307,6413.25,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2011,NA,600.38,NA,NA,622.78,NA,NA,837.55,NA,6676.810832,7704.58,NA,NA,1312.27,NA,NA,1516.19,NA,3243533.077199,4118649.24,NA,6676.810832,7704.58,NA,0,0,NA,168.612703,213.5,NA,866.06921,1041.77,NA,NA,515.54,NA,NA,679.4,NA,163.86,NA,NA,NA,337.47,NA,NA,523.38,NA,7542.880042,8746.35,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2012,NA,1193.79,NA,NA,1133.99,NA,NA,1400.96,NA,4170.572554,4965.73,NA,NA,2766.85,NA,NA,3037.19,NA,3518264.232986,4624166.19,NA,4170.572554,4965.73,NA,0,0,NA,87.262951,110.8,NA,944.162151,1139.76,NA,NA,700.53,NA,NA,887.73,NA,187.2,NA,NA,NA,425.12,NA,NA,657.57,NA,5114.734705,6105.49,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2013,NA,5802.79,NA,NA,5834.09,NA,NA,6197.12,NA,13100.775316,15038.62,NA,NA,7896.67,NA,NA,8314.31,NA,3847032.24187,5112615.7413,NA,13100.775316,15038.62,NA,0,0,NA,69.261826,87.53,NA,963.126831,1217.75,NA,NA,617.32,NA,NA,930.89,NA,313.57,NA,NA,NA,386.78,NA,NA,716.67,NA,14063.902147,16256.37,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2014,NA,3667.33,NA,NA,4350.46,NA,NA,4580.84,NA,20397.388012,23035.53,NA,NA,6574.54,NA,NA,6795,NA,3941153.714084,4923271.82,NA,20552.226431,23275.59,NA,154.838419,240.06,NA,110.91752,130.37,NA,1093.011802,1286.76,NA,NA,570.55,NA,NA,736.76,NA,166.21,NA,NA,NA,317.8,NA,NA,507.85,NA,21490.399814,24322.29,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2015,NA,3192.47,NA,NA,4379.89,NA,NA,4596.3,NA,16162.561765,16339.91,NA,NA,7228.28,NA,NA,7448.03,NA,4186855.206163,4277632.4722,NA,16556.41689,16755.95,NA,393.855125,416.04,NA,5.673631,5.68,NA,776.49087,793.01,NA,NA,1848.76,NA,NA,2011.38,NA,162.62,NA,NA,NA,763.21,NA,NA,946.23,NA,16939.052635,17132.92,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2016,NA,2275.47,NA,NA,2593.99,NA,NA,2831.27,NA,12612.45,12612.45,NA,NA,9820.93,NA,NA,10063.37,NA,4237181.36,4237181.36,NA,13037.39,13037.39,NA,424.94,424.94,NA,67.39,67.39,NA,1466.53,1466.53,NA,NA,1693.37,NA,NA,1871.74,NA,178.37,NA,NA,NA,467.32,NA,NA,654.87,NA,14078.98,14078.98,NA
"Non-DAC Countries, Total","Group","Group","Group","2018-04-10",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,13882.477734,13091.13,NA,NA,NA,NA,NA,NA,NA,0,0,NA,14232.537655,13516.07,NA,350.059921,424.94,NA,0,0,NA,960.165732,1029.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14842.643466,14120.34,NA
"Norway","Donor","DAC","Non-EU","2018-04-10",2007,935.319063719799,1108.44,6493.684896,758.261217431028,898.61,5264.416824,1094.33613055066,1296.89,7597.700376,2386.361401,2828.06,16567.906704,944.136937683091,1118.89,6554.905176,1331.90399998849,1578.43,9247.074312,331071.195666,392350.13,2298544.001592,2438.230751,2889.53,16928.022552,51.86935,61.47,360.115848,65.716366,77.88,456.252192,713.277403,845.3,4952.10552,806.443093345286,955.71,5598.931464,1126.88210172426,1335.46,320.439008378977,379.75,2224.7274,7823.658864,705.716814398088,836.34,4899.614256,1029.84329734353,1220.46,7149.942864,3099.638804,3673.36,21520.012224
"Norway","Donor","DAC","Non-EU","2018-04-10",2008,912.330496210677,1225.61,6994.923953,752.651630387004,1011.1,5770.65103,1095.59904670151,1471.81,8400.061213,2259.652098,3035.58,17324.965734,928.900593424024,1247.87,7121.968451,1303.5589774514,1751.18,9994.509614,335405.424238,450578.21,2571585.017933,2291.281183,3078.07,17567.468911,31.629085,42.49,242.503177,105.122602,141.22,805.984906,690.562151,927.69,5294.605137,786.632984285893,1056.75,6031.189275,1088.08071867569,1461.71,301.447734389794,404.96,2311.228208,8342.417483,690.100629989991,927.07,5291.066611,1012.81555563699,1360.6,7765.35238,2950.214249,3963.27,22619.570871
"Norway","Donor","DAC","Non-EU","2018-04-10",2009,924.761635797829,1070.53,6721.215552,777.287668264546,899.81,5649.367104,1132.22896699785,1310.7,8229.09888,2718.964893,3147.55,19761.57792,941.640978145534,1090.07,6843.895488,1337.19981409425,1547.98,9718.837632,333054.994072,385553.8,2420660.97792,2732.846727,3163.62,19862.471808,13.881834,16.07,100.893888,348.488449,403.42,2532.832128,792.663937,917.61,5761.122624,779.041253984394,901.84,5662.112256,1088.15608846255,1259.68,309.114834478151,357.84,2246.662656,7908.774912,702.453613628836,813.18,5105.469312,1032.25730425988,1194.97,7502.499648,3511.62883,4065.16,25522.700544
"Norway","Donor","DAC","Non-EU","2018-04-10",2010,890.296330525553,1134.24,6855.91368,739.339046100145,941.92,5693.43544,1093.7495757578,1393.44,8422.64808,2618.863987,3336.44,20167.11158,959.605441459224,1222.54,7389.64303,1361.60613415095,1734.69,10485.333705,326488.863706,415947.72,2514195.99354,2631.807444,3352.93,20266.785385,12.943457,16.49,99.673805,263.233335,335.36,2027.08352,799.550846,1018.63,6157.109035,781.395469246533,995.5,6017.29975,1098.70246918919,1399.75,317.306999942653,404.25,2443.489125,8460.788875,662.164960177173,843.6,5099.1402,991.371463197453,1263.01,7634.263945,3418.414833,4355.07,26324.220615
"Norway","Donor","DAC","Non-EU","2018-04-10",2011,880.09187901923,1290.88,7234.866048,730.414626974205,1071.34,6004.432164,1089.34959501713,1597.81,8955.085926,2413.373541,3539.83,19839.331218,868.324413544614,1273.62,7138.130652,1252.6896517036,1837.39,10297.835994,336393.037983,493406.49,2765346.013854,2428.215819,3561.6,19961.34336,14.842278,21.77,122.012142,179.443622,263.2,1475.13072,814.041354,1194,6691.8924,728.369296938061,1068.34,5987.618364,1038.16861974602,1522.74,309.799322807959,454.4,2546.73024,8534.348604,647.544671676433,949.79,5323.193034,983.401499144868,1442.41,8084.131086,3227.414895,4733.83,26531.223618
"Norway","Donor","DAC","Non-EU","2018-04-10",2012,823.298460828793,1202.98,6995.208402,648.479794820957,947.54,5509.850346,1023.26818374153,1495.17,8694.264033,2396.37217,3501.51,20360.930499,773.598603619707,1130.36,6572.930364,1190.10694978988,1738.95,10111.820355,349998.289044,511407.42,2973783.006558,2410.860548,3522.68,20484.031932,14.488378,21.17,123.101433,155.224795,226.81,1318.877469,842.002635,1230.31,7154.129619,634.449953554277,927.04,5390.644896,945.152765098662,1381.03,310.702811544385,453.99,2639.906451,8030.551347,581.670375091529,849.92,4942.199808,937.583494639663,1369.97,7966.238553,3238.374805,4731.82,27515.060118
